labels,classes,predictions,time
Angry,0,"[9.9518687e-01 1.2224112e-08 2.6779814e-04 6.0173788e-04 2.8479644e-03
 9.5081370e-04 1.4485889e-04]",2025-03-15 13:31:48.160126
Angry,0,"[9.4376051e-01 5.5065883e-08 4.3036803e-03 1.1963194e-03 2.2879438e-02
 2.7802423e-02 5.7420752e-05]",2025-03-15 13:31:48.292880
Angry,0,"[9.4767416e-01 4.7676060e-08 4.1411277e-03 1.2163591e-03 2.3576040e-02
 2.3320636e-02 7.1594994e-05]",2025-03-15 13:31:48.431817
Sad,5,"[4.7501079e-03 3.0449035e-10 3.0012675e-02 2.0993607e-04 3.7711841e-01
 5.8790696e-01 1.9629329e-06]",2025-03-15 13:31:48.575911
Fearful,2,"[9.7580887e-03 5.4711863e-10 9.0190911e-01 7.5986818e-04 4.7807168e-02
 3.8823605e-02 9.4218436e-04]",2025-03-15 13:31:48.715371
Happy,3,"[3.2175778e-04 5.4887592e-16 2.1765560e-05 9.9600369e-01 3.1640916e-03
 1.6340321e-06 4.8703889e-04]",2025-03-15 13:31:48.846710
Happy,3,"[7.6037354e-09 1.6189845e-24 3.3445782e-10 9.9999964e-01 3.3093443e-08
 4.3215636e-11 3.3899676e-07]",2025-03-15 13:31:48.993229
Happy,3,"[1.0046030e-06 5.4392602e-21 5.1750881e-08 9.9999297e-01 2.0447903e-06
 1.4480374e-08 3.9342635e-06]",2025-03-15 13:31:49.128501
Happy,3,"[1.5660189e-07 3.1235532e-22 6.6355739e-09 9.9999750e-01 6.4503143e-07
 1.0942126e-09 1.6995463e-06]",2025-03-15 13:31:49.265099
Happy,3,"[3.4765595e-09 4.2183341e-25 1.5616279e-10 9.9999976e-01 1.6252040e-08
 1.8178428e-11 2.2760493e-07]",2025-03-15 13:31:49.411140
Happy,3,"[2.2201591e-06 1.9585490e-20 1.2839907e-07 9.9998796e-01 4.3220921e-06
 4.3786194e-08 5.3574795e-06]",2025-03-15 13:31:49.546251
