labels,classes,predictions,time
Sad,5,"[0.03877251 0.0050096  0.05150893 0.06697724 0.06215401 0.77100956
 0.00456809]",2021-05-04 23:17:41.661520
Sad,5,"[0.02549485 0.00327632 0.02784032 0.02328237 0.05601784 0.8569941
 0.00709418]",2021-05-04 23:17:41.740525
Sad,5,"[0.04887635 0.00806601 0.07389916 0.00327129 0.05273255 0.81011206
 0.00304265]",2021-05-04 23:17:41.824257
Sad,5,"[0.07323014 0.01708909 0.08679322 0.0064503  0.07445335 0.7278687
 0.0141152 ]",2021-05-04 23:17:41.904268
Sad,5,"[0.04223263 0.00487601 0.0516677  0.00314326 0.07406148 0.8171822
 0.00683671]",2021-05-04 23:17:41.983287
Sad,5,"[0.086729   0.01886258 0.14625993 0.00727092 0.12670705 0.5970479
 0.01712259]",2021-05-04 23:17:42.058171
Sad,5,"[2.6592124e-02 4.1154303e-04 1.6384961e-01 1.0545856e-01 2.2502163e-01
 4.4379348e-01 3.4873135e-02]",2021-05-04 23:17:42.138952
Sad,5,"[0.10091276 0.02460071 0.2036232  0.00933224 0.08579329 0.54496336
 0.03077442]",2021-05-04 23:17:42.219780
Sad,5,"[0.02898993 0.00369207 0.09656594 0.20550598 0.1445629  0.47712767
 0.04355555]",2021-05-04 23:17:42.292784
Sad,5,"[0.15681688 0.10150831 0.22871228 0.02644423 0.07233053 0.39617082
 0.01801704]",2021-05-04 23:17:42.375597
Sad,5,"[0.1163914  0.07198442 0.12201975 0.03837445 0.06702185 0.5292447
 0.05496339]",2021-05-04 23:17:42.453828
Sad,5,"[0.05933352 0.03720014 0.16122298 0.02203631 0.06926235 0.6289591
 0.02198556]",2021-05-04 23:17:42.528862
Sad,5,"[0.06328647 0.02183541 0.1778985  0.03920272 0.05005356 0.61696076
 0.03076262]",2021-05-04 23:17:42.606776
Sad,5,"[0.08364204 0.05184659 0.17187588 0.00983885 0.08978152 0.5773661
 0.01564898]",2021-05-04 23:17:42.689278
Sad,5,"[0.0539415  0.01154832 0.25545445 0.06838325 0.03757549 0.53349376
 0.0396033 ]",2021-05-04 23:17:42.760672
Sad,5,"[0.06049671 0.00594053 0.24764194 0.13641044 0.10701642 0.40608191
 0.03641211]",2021-05-04 23:17:42.837687
Sad,5,"[0.03991145 0.01145968 0.2914769  0.08700991 0.06692622 0.46743354
 0.03578222]",2021-05-04 23:17:42.926355
Sad,5,"[0.119204   0.0895815  0.1753986  0.01569575 0.03865934 0.508571
 0.0528898 ]",2021-05-04 23:17:42.998295
Sad,5,"[0.10368114 0.17603536 0.10871074 0.0223692  0.06379549 0.4972202
 0.02818789]",2021-05-04 23:17:43.076301
Sad,5,"[0.05626541 0.01207693 0.2432628  0.09306137 0.07667124 0.4746265
 0.04403573]",2021-05-04 23:17:43.161939
Sad,5,"[0.12692988 0.02485967 0.21860698 0.02141866 0.05064455 0.48541364
 0.07212663]",2021-05-04 23:17:43.234044
Sad,5,"[0.03680805 0.01014973 0.2592577  0.08457383 0.0545221  0.4941172
 0.06057136]",2021-05-04 23:17:43.318852
Sad,5,"[0.07369446 0.06661777 0.12106439 0.04229692 0.04119222 0.5957837
 0.05935055]",2021-05-04 23:17:43.393023
Sad,5,"[0.08079056 0.12109781 0.09842907 0.09905992 0.09533408 0.4545388
 0.05074972]",2021-05-04 23:17:43.473016
Sad,5,"[0.0778091  0.04221283 0.15670674 0.02201916 0.0618883  0.576419
 0.06294496]",2021-05-04 23:17:43.551035
Sad,5,"[0.11222489 0.07719977 0.12614791 0.04345922 0.02956181 0.5305482
 0.0808582 ]",2021-05-04 23:17:43.635746
Sad,5,"[0.10781922 0.11682566 0.12657233 0.01657353 0.04665712 0.53015965
 0.05539249]",2021-05-04 23:17:43.705754
Sad,5,"[0.10277329 0.0768004  0.14096335 0.00956219 0.05520225 0.601752
 0.01294645]",2021-05-04 23:17:43.782019
Sad,5,"[0.08931977 0.06082106 0.11717719 0.01356789 0.06798527 0.61186445
 0.03926438]",2021-05-04 23:17:43.850688
Sad,5,"[0.09262228 0.05327084 0.09659514 0.01588237 0.13373224 0.58163536
 0.02626177]",2021-05-04 23:17:43.926523
Sad,5,"[0.08630322 0.05755515 0.09681432 0.00218478 0.10446937 0.6397497
 0.0129234 ]",2021-05-04 23:17:44.003523
Sad,5,"[0.10307235 0.08031394 0.07651663 0.00316893 0.1167488  0.60986125
 0.01031811]",2021-05-04 23:17:44.085044
Sad,5,"[0.07322547 0.12724106 0.08835874 0.00810735 0.06976062 0.6194989
 0.01380784]",2021-05-04 23:17:44.161532
Sad,5,"[0.04948777 0.06557093 0.1552049  0.00694803 0.25050437 0.46429467
 0.00798927]",2021-05-04 23:17:44.234643
Sad,5,"[0.0662701  0.07395098 0.13294311 0.00969764 0.20536985 0.5012133
 0.01055496]",2021-05-04 23:17:44.309194
Sad,5,"[0.09996664 0.06654212 0.21792957 0.00720391 0.18502295 0.40524524
 0.01808959]",2021-05-04 23:17:44.377373
Sad,5,"[0.10848209 0.0787157  0.17111447 0.00063245 0.19259046 0.44192263
 0.00654232]",2021-05-04 23:17:44.459133
Sad,5,"[9.8681070e-02 1.1942550e-01 1.2893592e-01 5.0304091e-04 1.1450006e-01
 5.3115320e-01 6.8011950e-03]",2021-05-04 23:17:44.538146
Sad,5,"[0.02768138 0.0116691  0.15994892 0.00413773 0.29767057 0.49293384
 0.00595849]",2021-05-04 23:17:44.615656
Sad,5,"[0.0413173  0.03795883 0.18327494 0.00975852 0.16555917 0.55545986
 0.00667137]",2021-05-04 23:17:44.691153
Sad,5,"[0.12993234 0.1684769  0.12150522 0.00072718 0.11215798 0.45412517
 0.01307523]",2021-05-04 23:17:44.775671
Sad,5,"[0.03826478 0.02449986 0.13735275 0.00486094 0.29376352 0.49135476
 0.00990337]",2021-05-04 23:17:44.848785
Sad,5,"[0.05755858 0.05784655 0.1250269  0.00162566 0.19012482 0.5561439
 0.01167364]",2021-05-04 23:17:44.913972
Sad,5,"[0.05797599 0.016968   0.09500171 0.00279585 0.39256835 0.43144107
 0.00324892]",2021-05-04 23:17:45.002366
Sad,5,"[0.05087615 0.04834033 0.22212444 0.00054201 0.2996756  0.3740066
 0.00443483]",2021-05-04 23:17:45.068275
Sad,5,"[0.10133029 0.03707127 0.16102427 0.00053142 0.17821681 0.5158222
 0.0060038 ]",2021-05-04 23:17:45.150288
Sad,5,"[0.11411632 0.08832423 0.19676492 0.0004581  0.16936801 0.4252332
 0.00573525]",2021-05-04 23:17:45.219290
Neutral,4,"[0.04702075 0.05358219 0.27320328 0.00699499 0.37044775 0.24044381
 0.00830729]",2021-05-04 23:17:45.290672
Sad,5,"[0.06203374 0.05578678 0.2215697  0.00577118 0.26674104 0.37945944
 0.00863808]",2021-05-04 23:17:45.365456
Sad,5,"[0.0786604  0.05377823 0.24366859 0.00270323 0.15661131 0.45099756
 0.01358071]",2021-05-04 23:17:45.449205
Neutral,4,"[0.03859103 0.06658094 0.21679111 0.00249739 0.3486906  0.3194603
 0.00738866]",2021-05-04 23:17:45.516216
Neutral,4,"[0.05653602 0.05242915 0.24743952 0.00232338 0.3241811  0.30790827
 0.00918245]",2021-05-04 23:17:45.585224
Sad,5,"[0.06488014 0.02761312 0.16521063 0.00184779 0.20305164 0.5291198
 0.00827691]",2021-05-04 23:17:45.667890
Sad,5,"[0.06583852 0.03098092 0.20144606 0.00323507 0.23695034 0.45027912
 0.01127005]",2021-05-04 23:17:45.742275
Neutral,4,"[0.0309997  0.01045559 0.15819849 0.00230386 0.44158497 0.35378066
 0.00267669]",2021-05-04 23:17:45.826791
Sad,5,"[0.07364085 0.04439581 0.23136483 0.0059224  0.2792251  0.35663113
 0.00881994]",2021-05-04 23:17:45.902764
Sad,5,"[0.08641051 0.08361948 0.19814312 0.00139797 0.2842458  0.342601
 0.00358221]",2021-05-04 23:17:45.972466
Sad,5,"[0.09386877 0.07042145 0.20351243 0.00053568 0.19830091 0.42745423
 0.00590652]",2021-05-04 23:17:46.056777
Sad,5,"[0.075402   0.10178876 0.1789743  0.00137204 0.1838723  0.45175993
 0.00683072]",2021-05-04 23:17:46.137337
Sad,5,"[0.09053604 0.11439911 0.15224347 0.00081971 0.14923914 0.4829607
 0.00980182]",2021-05-04 23:17:46.210519
Sad,5,"[0.20439024 0.07265536 0.19648144 0.00180766 0.18773878 0.32523364
 0.01169291]",2021-05-04 23:17:46.292334
Sad,5,"[0.05147943 0.04034897 0.23756126 0.00163904 0.23360936 0.42958796
 0.00577403]",2021-05-04 23:17:46.532341
Sad,5,"[0.07156447 0.05285697 0.24704546 0.00322538 0.2848706  0.33009142
 0.01034566]",2021-05-04 23:17:46.607349
Neutral,4,"[0.0462116  0.04187365 0.2227096  0.00325044 0.35074285 0.32612938
 0.00908245]",2021-05-04 23:17:46.677579
Sad,5,"[0.06592858 0.01372423 0.16531649 0.00208422 0.2066151  0.5399942
 0.00633712]",2021-05-04 23:17:46.761154
Sad,5,"[0.04216959 0.01412801 0.08627806 0.00157412 0.22665766 0.62190866
 0.00728393]",2021-05-04 23:17:46.840453
Sad,5,"[0.09306065 0.02667143 0.11256187 0.00142023 0.12579468 0.62444913
 0.016042  ]",2021-05-04 23:17:46.914766
Sad,5,"[0.15073936 0.05508599 0.14660877 0.00350043 0.11296345 0.49919456
 0.03190743]",2021-05-04 23:17:46.996771
Sad,5,"[0.10881359 0.06393795 0.13469677 0.01322642 0.07090362 0.56047297
 0.04794873]",2021-05-04 23:17:47.074833
Sad,5,"[0.08652077 0.04285881 0.20071602 0.01109757 0.26690257 0.38017684
 0.01172742]",2021-05-04 23:17:47.148836
Sad,5,"[0.0820742  0.01645947 0.1942978  0.01121036 0.15473464 0.49974287
 0.0414806 ]",2021-05-04 23:17:47.232663
Fearful,2,"[0.14254117 0.0733267  0.27886978 0.0073077  0.23049988 0.25882602
 0.00862874]",2021-05-04 23:17:47.325040
Sad,5,"[0.15321933 0.12603104 0.2353106  0.00686841 0.22967577 0.23995247
 0.0089424 ]",2021-05-04 23:17:47.404786
Sad,5,"[0.09153855 0.03722356 0.20781733 0.01906467 0.20219517 0.40669388
 0.03546692]",2021-05-04 23:17:47.489345
Sad,5,"[0.07277007 0.00855636 0.12547621 0.01107758 0.3422928  0.42593592
 0.01389107]",2021-05-04 23:17:47.566168
Sad,5,"[0.04823252 0.00930258 0.1736149  0.01096165 0.20562576 0.5233061
 0.02895658]",2021-05-04 23:17:47.638301
Sad,5,"[0.07670837 0.01599074 0.14424698 0.00704749 0.3582783  0.3902737
 0.00745452]",2021-05-04 23:17:47.719768
Sad,5,"[0.04338871 0.00091526 0.07057784 0.03563223 0.33275956 0.4944505
 0.02227591]",2021-05-04 23:17:47.799561
Sad,5,"[0.03410615 0.00115399 0.04011761 0.05914125 0.33064523 0.52929115
 0.00554464]",2021-05-04 23:17:47.876776
Sad,5,"[0.10029387 0.0237278  0.19289263 0.06349913 0.14160578 0.4140721
 0.06390869]",2021-05-04 23:17:47.951765
Sad,5,"[0.06344727 0.00581576 0.12121491 0.04869914 0.21135087 0.4953612
 0.05411083]",2021-05-04 23:17:48.040026
Sad,5,"[0.05935187 0.00544666 0.11719111 0.02489378 0.33156046 0.4457362
 0.0158199 ]",2021-05-04 23:17:48.111576
Sad,5,"[0.06381928 0.00625618 0.15673634 0.10273287 0.1335879  0.4862339
 0.05063351]",2021-05-04 23:17:48.192678
Sad,5,"[0.08956425 0.02682885 0.16035216 0.10393164 0.07923811 0.4823329
 0.05775216]",2021-05-04 23:17:48.269579
Sad,5,"[0.10240911 0.0357818  0.11538077 0.11845858 0.1788501  0.37068504
 0.07843458]",2021-05-04 23:17:48.351394
Sad,5,"[0.02178182 0.00181221 0.12123275 0.08254033 0.25988886 0.49956194
 0.01318213]",2021-05-04 23:17:48.428332
Sad,5,"[0.07457039 0.0076655  0.11027943 0.06227456 0.2079643  0.52593255
 0.01131329]",2021-05-04 23:17:48.504665
Sad,5,"[0.03391248 0.00737071 0.15206708 0.12246058 0.17265189 0.50661653
 0.00492067]",2021-05-04 23:17:48.578440
Sad,5,"[0.03786826 0.01457051 0.05214893 0.11743399 0.20857802 0.5652319
 0.00416842]",2021-05-04 23:17:48.655295
Sad,5,"[0.04142012 0.01839978 0.07817811 0.21403624 0.21365096 0.42678425
 0.00753055]",2021-05-04 23:17:48.737162
Sad,5,"[0.02809761 0.00655723 0.0424622  0.10511567 0.17033283 0.6452096
 0.0022249 ]",2021-05-04 23:17:48.812777
Sad,5,"[0.01594867 0.0085592  0.0415173  0.0261976  0.08288118 0.815215
 0.009681  ]",2021-05-04 23:17:48.900653
Sad,5,"[0.09515919 0.05642305 0.1351153  0.02296468 0.30081552 0.38576373
 0.00375853]",2021-05-04 23:17:48.973664
Sad,5,"[0.07206541 0.13321853 0.07111138 0.0186669  0.23917347 0.46227252
 0.00349183]",2021-05-04 23:17:49.047660
Neutral,4,"[0.08563313 0.04734702 0.06019129 0.01829291 0.41089654 0.3755837
 0.00205539]",2021-05-04 23:17:49.125673
Neutral,4,"[0.08532621 0.02192646 0.06649451 0.0278891  0.4353364  0.35885775
 0.00416956]",2021-05-04 23:17:49.202749
Sad,5,"[0.15464562 0.26029083 0.09702235 0.01666211 0.15114652 0.31372926
 0.00650322]",2021-05-04 23:17:49.284657
Sad,5,"[0.09327954 0.23335104 0.09337227 0.03614103 0.19651288 0.3420813
 0.00526197]",2021-05-04 23:17:49.366669
Sad,5,"[0.10450463 0.17930804 0.06680389 0.011198   0.18539181 0.45041505
 0.00237857]",2021-05-04 23:17:49.444609
Sad,5,"[0.1218432  0.12411031 0.15532738 0.01322528 0.19039668 0.38601178
 0.00908539]",2021-05-04 23:17:49.519014
Sad,5,"[0.058965   0.15029444 0.11299006 0.01741074 0.19470434 0.45887426
 0.00676111]",2021-05-04 23:17:49.597942
Sad,5,"[0.1124476  0.32033843 0.09996771 0.01217822 0.12924749 0.32208467
 0.00373593]",2021-05-04 23:17:49.681969
Disgust,1,"[0.07837497 0.44288945 0.08848158 0.00273868 0.07653358 0.30573037
 0.00525136]",2021-05-04 23:17:49.754794
Sad,5,"[0.05753    0.15120007 0.06141574 0.01672741 0.14086068 0.5675431
 0.00472306]",2021-05-04 23:17:49.831807
Sad,5,"[0.05668512 0.23020217 0.06045431 0.00912184 0.09552693 0.53856224
 0.00944748]",2021-05-04 23:17:49.911668
Sad,5,"[0.05838386 0.11586592 0.09369321 0.00597476 0.17205273 0.52772444
 0.02630513]",2021-05-04 23:17:49.988903
Sad,5,"[0.08116928 0.12001304 0.12061708 0.00309384 0.21655998 0.44591635
 0.01263039]",2021-05-04 23:17:50.069669
Sad,5,"[0.04185291 0.22718205 0.0712427  0.00428711 0.08748696 0.55731255
 0.0106357 ]",2021-05-04 23:17:50.152902
Sad,5,"[0.05163198 0.16494681 0.08748093 0.00226421 0.11837105 0.5633647
 0.01194027]",2021-05-04 23:17:50.222919
Sad,5,"[0.0342142  0.18795489 0.05996737 0.00261301 0.09175757 0.61811477
 0.0053782 ]",2021-05-04 23:17:50.307527
Sad,5,"[0.05162656 0.16273627 0.08396259 0.0036605  0.15064983 0.5380047
 0.00935958]",2021-05-04 23:17:50.390651
Sad,5,"[0.07392845 0.29703414 0.07182714 0.00560011 0.08467285 0.45476678
 0.01217051]",2021-05-04 23:17:50.463187
Disgust,1,"[0.06408204 0.41694665 0.0903663  0.0120082  0.07145128 0.3386587
 0.00648687]",2021-05-04 23:17:50.541657
Disgust,1,"[0.08148349 0.52300847 0.07065788 0.00452653 0.04742361 0.2688774
 0.00402266]",2021-05-04 23:17:50.621869
Sad,5,"[0.04324004 0.04403225 0.08194733 0.00762332 0.20549381 0.6156429
 0.00202035]",2021-05-04 23:17:50.694432
Sad,5,"[0.10569621 0.16077715 0.13815847 0.01435736 0.1855436  0.39239362
 0.00307365]",2021-05-04 23:17:50.781676
Sad,5,"[0.04663776 0.35519853 0.07363252 0.00240793 0.08836104 0.43084502
 0.00291707]",2021-05-04 23:17:50.856596
Sad,5,"[0.09203147 0.34844235 0.1037227  0.00487065 0.07184304 0.37259266
 0.00649705]",2021-05-04 23:17:50.932606
Sad,5,"[0.09853071 0.29208183 0.11691921 0.00951188 0.12134746 0.35076234
 0.01084662]",2021-05-04 23:17:51.009901
Sad,5,"[0.12630934 0.05134068 0.15992938 0.01522883 0.28978443 0.34331694
 0.01409044]",2021-05-04 23:17:51.080908
Disgust,1,"[0.10532976 0.36210778 0.09827946 0.00373403 0.09626883 0.31850776
 0.01577234]",2021-05-04 23:17:51.153766
Sad,5,"[0.07778125 0.2641189  0.0973707  0.00306278 0.09643199 0.45407236
 0.00716202]",2021-05-04 23:17:51.234656
Disgust,1,"[0.03689846 0.36110523 0.07838371 0.00356484 0.21453822 0.30205786
 0.00345169]",2021-05-04 23:17:51.318872
Disgust,1,"[0.08161178 0.38015577 0.08774311 0.00437145 0.0787816  0.36068624
 0.00665008]",2021-05-04 23:17:51.390021
Sad,5,"[0.08605713 0.06252303 0.12454159 0.02229717 0.24675357 0.45155326
 0.0062742 ]",2021-05-04 23:17:51.464034
Sad,5,"[0.07714949 0.28780246 0.0811305  0.00806206 0.07438095 0.46289504
 0.0085795 ]",2021-05-04 23:17:51.538413
Disgust,1,"[0.06604657 0.35060364 0.11594395 0.00925338 0.14787792 0.2980971
 0.01217742]",2021-05-04 23:17:51.608948
Sad,5,"[0.11342774 0.06068473 0.14474796 0.00946879 0.22004572 0.43886456
 0.01276046]",2021-05-04 23:17:51.695713
Sad,5,"[0.0661004  0.30895647 0.14699927 0.00880093 0.11146991 0.33106163
 0.02661134]",2021-05-04 23:17:51.776719
Sad,5,"[0.08665574 0.28981212 0.11663496 0.0079251  0.11685057 0.3645988
 0.01752271]",2021-05-04 23:17:51.844727
Sad,5,"[0.04220309 0.23964538 0.07159121 0.00666669 0.09034669 0.5393732
 0.01017379]",2021-05-04 23:17:51.923646
Sad,5,"[0.09729271 0.3072808  0.10496002 0.00630092 0.05991274 0.41295782
 0.01129483]",2021-05-04 23:17:52.010162
Sad,5,"[0.07326056 0.25462514 0.15956996 0.00623795 0.19596964 0.29767182
 0.01266499]",2021-05-04 23:17:52.079200
Sad,5,"[0.04465451 0.18401083 0.05290346 0.00697809 0.06675769 0.63881433
 0.00588111]",2021-05-04 23:17:52.164199
Sad,5,"[0.0998678  0.16411053 0.06038562 0.02522483 0.09949578 0.5440181
 0.00689731]",2021-05-04 23:17:52.242158
Sad,5,"[0.08442748 0.23005736 0.07307316 0.02656093 0.12421723 0.45661885
 0.00504498]",2021-05-04 23:17:52.316434
Sad,5,"[0.05967556 0.19377285 0.07039078 0.01029676 0.08515435 0.573897
 0.00681267]",2021-05-04 23:17:52.382443
Sad,5,"[0.10695272 0.18347968 0.08839309 0.03740098 0.08908063 0.4886305
 0.00606236]",2021-05-04 23:17:52.462850
Sad,5,"[0.04734347 0.17197378 0.06217754 0.03146481 0.08091239 0.5943528
 0.01177523]",2021-05-04 23:17:52.532403
Sad,5,"[0.11623693 0.14089286 0.10572937 0.03640372 0.14610815 0.4492705
 0.00535854]",2021-05-04 23:17:52.603411
Sad,5,"[0.12199873 0.1662163  0.10712534 0.05818162 0.12126634 0.4180165
 0.00719521]",2021-05-04 23:17:52.679178
Sad,5,"[0.08806244 0.11168246 0.12875512 0.05061148 0.14549775 0.46871954
 0.0066712 ]",2021-05-04 23:17:52.755760
Sad,5,"[0.07592331 0.16209096 0.05086983 0.01111684 0.05677007 0.6359338
 0.00729517]",2021-05-04 23:17:52.836997
Sad,5,"[0.07482013 0.1020043  0.11265544 0.06148013 0.15118259 0.48747095
 0.01038644]",2021-05-04 23:17:52.923030
Sad,5,"[0.1030427  0.29743585 0.07865547 0.01862257 0.06944925 0.42571834
 0.00707579]",2021-05-04 23:17:52.991918
Sad,5,"[0.09748401 0.16865991 0.06967136 0.01696329 0.09434724 0.5447769
 0.00809732]",2021-05-04 23:17:53.070049
Sad,5,"[0.11101384 0.14351848 0.15553603 0.02822216 0.19090955 0.3579706
 0.01282935]",2021-05-04 23:17:53.156759
Sad,5,"[0.06497661 0.13642462 0.07644174 0.02446756 0.11905165 0.5689861
 0.00965176]",2021-05-04 23:17:53.222770
Sad,5,"[0.07146199 0.1126378  0.08006302 0.01451216 0.0944276  0.61808115
 0.00881631]",2021-05-04 23:17:53.288783
Sad,5,"[0.09020226 0.10581096 0.09007654 0.03111522 0.12835532 0.5462986
 0.00814098]",2021-05-04 23:17:53.371763
Sad,5,"[0.06715871 0.1424562  0.04611625 0.01179772 0.05758923 0.6705538
 0.00432809]",2021-05-04 23:17:53.451779
Sad,5,"[0.08707611 0.07394619 0.09177949 0.03851132 0.0968898  0.6029403
 0.00885679]",2021-05-04 23:17:53.533419
Sad,5,"[0.0923126  0.09798734 0.16095048 0.02632122 0.15558752 0.4610797
 0.00576113]",2021-05-04 23:17:53.607941
Sad,5,"[0.07245479 0.15518297 0.15294173 0.0226251  0.13663408 0.45506412
 0.00509721]",2021-05-04 23:17:53.686453
Sad,5,"[0.11769075 0.1732572  0.14404565 0.03379411 0.12157573 0.40142584
 0.00821065]",2021-05-04 23:17:53.758655
Sad,5,"[0.08965749 0.22326657 0.12111653 0.01972288 0.10372446 0.434353
 0.00815897]",2021-05-04 23:17:53.843661
Sad,5,"[0.06379277 0.17288898 0.12849547 0.0257495  0.13853793 0.4626848
 0.00785051]",2021-05-04 23:17:53.914641
Sad,5,"[0.17789727 0.18968011 0.09268477 0.04847029 0.08783006 0.37312445
 0.03031303]",2021-05-04 23:17:54.001661
Sad,5,"[0.11515426 0.23072386 0.13603409 0.00953873 0.2036603  0.29327118
 0.01161756]",2021-05-04 23:17:54.078768
Sad,5,"[0.11212043 0.2545792  0.13068062 0.01731661 0.11161316 0.35595497
 0.01773495]",2021-05-04 23:17:54.155727
Sad,5,"[0.05483884 0.1882001  0.09620813 0.02088443 0.07485897 0.55642897
 0.0085806 ]",2021-05-04 23:17:54.233760
Sad,5,"[0.05048145 0.075554   0.06203471 0.02877707 0.09189206 0.6769711
 0.01428963]",2021-05-04 23:17:54.308410
Sad,5,"[0.08147989 0.1917153  0.11353489 0.01149484 0.15923218 0.42991376
 0.01262917]",2021-05-04 23:17:54.386422
Sad,5,"[0.06650322 0.165981   0.0621631  0.04481238 0.08400792 0.5584409
 0.01809151]",2021-05-04 23:17:54.462430
Sad,5,"[0.03396272 0.05214406 0.04269839 0.0576526  0.07573918 0.7231616
 0.01464142]",2021-05-04 23:17:54.542446
Sad,5,"[0.07195957 0.07131686 0.08753963 0.03929087 0.1249613  0.5844054
 0.02052638]",2021-05-04 23:17:54.611975
Sad,5,"[0.06405793 0.1840447  0.06835345 0.02609663 0.09555495 0.5508259
 0.01106642]",2021-05-04 23:17:54.691899
Sad,5,"[0.0757602  0.19939584 0.09159172 0.05820506 0.07040142 0.4727454
 0.03190039]",2021-05-04 23:17:54.775909
Sad,5,"[0.08536025 0.23771268 0.07140405 0.02816388 0.07709634 0.4791459
 0.0211169 ]",2021-05-04 23:17:54.843311
Sad,5,"[0.0589978  0.28558558 0.08905288 0.02073464 0.08141033 0.45051977
 0.01369891]",2021-05-04 23:17:54.918678
Sad,5,"[0.06252333 0.13627942 0.05352715 0.0255288  0.05170105 0.65545696
 0.0149833 ]",2021-05-04 23:17:54.994215
Sad,5,"[0.05622784 0.08964922 0.04289529 0.02244971 0.04786352 0.73182696
 0.0090875 ]",2021-05-04 23:17:55.074021
Sad,5,"[0.08268471 0.26582313 0.07594952 0.02134077 0.06138476 0.47551686
 0.01730031]",2021-05-04 23:17:55.151497
Sad,5,"[0.11700635 0.10854463 0.05204891 0.05029568 0.05254941 0.5861521
 0.03340295]",2021-05-04 23:17:55.237079
Sad,5,"[0.08231355 0.08372976 0.14954521 0.09202749 0.0850521  0.4752509
 0.03208102]",2021-05-04 23:17:55.309593
Sad,5,"[0.07312287 0.08361217 0.1335349  0.1615342  0.10584429 0.42102575
 0.02132577]",2021-05-04 23:17:55.389113
Sad,5,"[0.0516846  0.01894747 0.09735309 0.13904367 0.14415447 0.5377778
 0.01103891]",2021-05-04 23:17:55.468114
Neutral,4,"[0.02011078 0.00792858 0.11836868 0.07118744 0.38791677 0.38622546
 0.00826229]",2021-05-04 23:17:55.705744
Sad,5,"[0.06608283 0.12062939 0.14212732 0.14635204 0.14145619 0.36400136
 0.01935091]",2021-05-04 23:17:55.777897
Sad,5,"[0.0518006  0.02472818 0.11015192 0.11769338 0.19708392 0.47826505
 0.02027697]",2021-05-04 23:17:55.856751
Neutral,4,"[0.03002785 0.01166413 0.13772257 0.07621542 0.43014073 0.30759698
 0.00663239]",2021-05-04 23:17:55.935802
Sad,5,"[0.01368209 0.00917531 0.10806407 0.07869706 0.36732474 0.41707203
 0.00598473]",2021-05-04 23:17:56.023762
Sad,5,"[0.0246411  0.00248629 0.11553058 0.31395054 0.1779444  0.35051912
 0.01492803]",2021-05-04 23:17:56.089771
Sad,5,"[0.01109478 0.00241055 0.04442411 0.21462266 0.09994312 0.6146274
 0.0128773 ]",2021-05-04 23:17:56.159776
Sad,5,"[0.04389253 0.0816432  0.07158966 0.14707264 0.06307258 0.5802043
 0.01252519]",2021-05-04 23:17:56.240521
Sad,5,"[0.02392029 0.10992383 0.09969278 0.21308726 0.09306177 0.45036608
 0.00994797]",2021-05-04 23:17:56.311655
Sad,5,"[0.04764438 0.16754544 0.09143459 0.08340442 0.07789147 0.52275515
 0.00932452]",2021-05-04 23:17:56.385841
Sad,5,"[0.03038942 0.10151994 0.10477076 0.21538931 0.09446688 0.44493377
 0.00852981]",2021-05-04 23:17:56.471862
Sad,5,"[0.07844037 0.17195962 0.15051706 0.08177147 0.06997266 0.43546325
 0.01187561]",2021-05-04 23:17:56.547876
Sad,5,"[0.07358588 0.27235484 0.18214388 0.04521183 0.07635632 0.34196845
 0.00837872]",2021-05-04 23:17:56.621419
Sad,5,"[0.02094532 0.12669499 0.11691707 0.20814292 0.0963159  0.41616017
 0.0148236 ]",2021-05-04 23:17:56.706501
Sad,5,"[0.01688751 0.04523298 0.19618553 0.27903938 0.1560788  0.28785694
 0.01871885]",2021-05-04 23:17:56.784353
Sad,5,"[0.02222714 0.12257849 0.17685783 0.10612193 0.27246347 0.29043072
 0.0093204 ]",2021-05-04 23:17:56.863191
Sad,5,"[0.03062196 0.05657507 0.11312871 0.1119771  0.30920404 0.36516795
 0.01332519]",2021-05-04 23:17:56.941615
Sad,5,"[0.02602188 0.03243753 0.06627366 0.16773197 0.18350549 0.51884526
 0.00518416]",2021-05-04 23:17:57.013625
Sad,5,"[0.0524291  0.09825801 0.06217309 0.06897847 0.07459572 0.63960564
 0.00395986]",2021-05-04 23:17:57.096635
Sad,5,"[0.07337164 0.09670652 0.1033887  0.0683348  0.09717727 0.55489343
 0.00612769]",2021-05-04 23:17:57.177910
Sad,5,"[0.04504719 0.03486004 0.08360655 0.05965852 0.08624796 0.68668574
 0.00389394]",2021-05-04 23:17:57.250982
Sad,5,"[0.10837512 0.30567554 0.08783508 0.03678392 0.07773295 0.3794705
 0.00412703]",2021-05-04 23:17:57.330996
Sad,5,"[0.099173   0.23926921 0.15188082 0.09119806 0.10809812 0.30110848
 0.0092723 ]",2021-05-04 23:17:57.413670
Sad,5,"[0.07971231 0.28135082 0.1388922  0.06094395 0.09244717 0.33863708
 0.00801661]",2021-05-04 23:17:57.485508
Sad,5,"[0.09381645 0.2521182  0.15670046 0.04021792 0.1396268  0.30124187
 0.0162783 ]",2021-05-04 23:17:57.572242
Disgust,1,"[0.06744418 0.29537562 0.14765942 0.0156945  0.19772126 0.270966
 0.00513901]",2021-05-04 23:17:57.651119
Neutral,4,"[0.05812592 0.19459285 0.20839287 0.02775975 0.25419503 0.24620064
 0.01073298]",2021-05-04 23:17:57.720132
