labels,classes,predictions,time
Sad,5,"[0.07877876 0.00123067 0.19769175 0.03694829 0.1930231  0.25275904
 0.23956844]",2021-05-04 23:16:07.383755
Surprised,6,"[7.1013555e-02 1.6760397e-04 9.9093638e-02 2.3401855e-02 1.7325908e-01
 1.4774095e-01 4.8532334e-01]",2021-05-04 23:16:07.464063
Sad,5,"[0.16425201 0.00272371 0.08544314 0.12333703 0.17718904 0.31849903
 0.12855612]",2021-05-04 23:16:07.547752
Happy,3,"[0.13297206 0.00920142 0.16679491 0.2573601  0.23514359 0.13118674
 0.06734127]",2021-05-04 23:16:07.617758
Neutral,4,"[6.03911392e-02 2.46722513e-04 1.15477785e-01 6.24377690e-02
 6.23970866e-01 1.11780949e-01 2.56948136e-02]",2021-05-04 23:16:07.697904
Neutral,4,"[5.8499634e-02 2.0371850e-04 2.2839314e-01 2.9508380e-02 4.9858430e-01
 1.4108703e-01 4.3723874e-02]",2021-05-04 23:16:07.782342
Neutral,4,"[0.0839164  0.00081684 0.14579484 0.12162689 0.54039556 0.08753873
 0.01991075]",2021-05-04 23:16:07.845391
Neutral,4,"[1.9683795e-02 3.2192600e-04 5.4262664e-02 3.7040004e-01 5.1211441e-01
 3.8100455e-02 5.1166941e-03]",2021-05-04 23:16:07.920431
Neutral,4,"[1.0870840e-01 1.4429250e-04 1.0014990e-01 9.2667729e-02 5.0352156e-01
 1.9098261e-01 3.8256047e-03]",2021-05-04 23:16:07.999442
Neutral,4,"[0.0137919  0.00122028 0.09232865 0.21689953 0.4821611  0.18789294
 0.00570563]",2021-05-04 23:16:08.133362
Neutral,4,"[0.03373792 0.00215298 0.15968823 0.26951873 0.44686863 0.07820694
 0.00982668]",2021-05-04 23:16:08.254304
Neutral,4,"[0.03829836 0.0025902  0.1803326  0.285082   0.3793824  0.10522868
 0.00908577]",2021-05-04 23:16:08.493764
Neutral,4,"[0.01897646 0.00108779 0.09949465 0.18749923 0.47642997 0.21101987
 0.00549204]",2021-05-04 23:16:08.661905
Neutral,4,"[0.01911278 0.00124448 0.10043163 0.18293875 0.49372494 0.19533257
 0.00721485]",2021-05-04 23:16:08.741264
Neutral,4,"[0.09240755 0.00871567 0.21143286 0.2671762  0.31476665 0.08782464
 0.01767639]",2021-05-04 23:16:08.973912
Happy,3,"[0.07425747 0.00180708 0.1405704  0.34257922 0.34162498 0.09409102
 0.00506982]",2021-05-04 23:16:09.133008
Happy,3,"[0.10909626 0.02147217 0.26556268 0.27497485 0.09645276 0.23055929
 0.001882  ]",2021-05-04 23:16:09.217757
Happy,3,"[0.04074971 0.00218772 0.13178311 0.46651414 0.25465193 0.07226042
 0.03185293]",2021-05-04 23:16:09.535136
Happy,3,"[0.04787017 0.00347731 0.09460295 0.66497546 0.14312682 0.03629281
 0.00965443]",2021-05-04 23:16:09.706441
Happy,3,"[1.7270654e-02 1.5981379e-04 3.1697243e-02 4.7068995e-01 4.1435900e-01
 6.4911485e-02 9.1191550e-04]",2021-05-04 23:16:10.578761
Happy,3,"[0.05730091 0.00740752 0.10392594 0.47924802 0.22275831 0.11696306
 0.01239626]",2021-05-04 23:16:10.799405
Happy,3,"[1.7944779e-02 7.6748460e-05 2.4331886e-02 4.6172893e-01 4.5360413e-01
 4.0835809e-02 1.4776663e-03]",2021-05-04 23:16:10.869310
Happy,3,"[1.99445635e-02 3.04171026e-05 1.47935515e-02 5.45107663e-01
 3.78697962e-01 4.07731645e-02 6.52600080e-04]",2021-05-04 23:16:10.940837
Neutral,4,"[0.03634875 0.00214807 0.1744102  0.28770784 0.3937601  0.09205765
 0.01356732]",2021-05-04 23:16:11.017775
Happy,3,"[0.00732717 0.00117011 0.06458218 0.73995835 0.13666144 0.04623595
 0.00406488]",2021-05-04 23:16:11.137512
Happy,3,"[5.5261338e-03 9.0678339e-05 8.3560506e-03 7.2333497e-01 1.8627988e-01
 7.5724036e-02 6.8836485e-04]",2021-05-04 23:16:11.199022
Happy,3,"[0.01040659 0.00139491 0.07111304 0.5691967  0.27614048 0.06508705
 0.00666127]",2021-05-04 23:16:11.271781
Happy,3,"[0.02152327 0.0017853  0.06849379 0.61557937 0.22260596 0.06320638
 0.00680588]",2021-05-04 23:16:11.349213
Happy,3,"[0.03832308 0.01123331 0.06461105 0.5837722  0.21819028 0.07351319
 0.01035704]",2021-05-04 23:16:11.423230
Sad,5,"[0.1733911  0.00792555 0.04291365 0.3440624  0.04716139 0.3772501
 0.00729572]",2021-05-04 23:16:12.444571
Sad,5,"[0.17685819 0.03258266 0.05059019 0.22535159 0.05168208 0.45563745
 0.00729778]",2021-05-04 23:16:12.513867
Sad,5,"[0.08784667 0.00127337 0.06251837 0.2579181  0.09583309 0.3590361
 0.13557433]",2021-05-04 23:16:12.581884
Sad,5,"[0.1401701  0.00113766 0.07450631 0.25415844 0.14750093 0.27044836
 0.11207813]",2021-05-04 23:16:12.660756
Sad,5,"[0.06728526 0.00055753 0.08843804 0.10984708 0.26260507 0.26802763
 0.2032393 ]",2021-05-04 23:16:12.741745
Neutral,4,"[6.0056876e-02 3.1869469e-04 5.8581378e-02 7.3316373e-02 3.8661006e-01
 2.6870707e-01 1.5240954e-01]",2021-05-04 23:16:12.815760
Sad,5,"[0.06281833 0.00066313 0.11233582 0.06835636 0.25623572 0.28633624
 0.21325439]",2021-05-04 23:16:12.891307
Sad,5,"[0.05688085 0.00039806 0.06702789 0.07269381 0.25822908 0.29113346
 0.25363684]",2021-05-04 23:16:12.975377
Surprised,6,"[0.10040747 0.00071941 0.09696413 0.02811265 0.24118824 0.21562609
 0.31698197]",2021-05-04 23:16:13.046756
Neutral,4,"[0.08755237 0.00377361 0.16762023 0.04813465 0.28698853 0.26766312
 0.13826747]",2021-05-04 23:16:13.112130
Sad,5,"[0.11831445 0.00655069 0.16653027 0.05813429 0.18082525 0.336367
 0.13327804]",2021-05-04 23:16:13.182192
Sad,5,"[0.09296648 0.02859144 0.16203697 0.03563497 0.25395194 0.35461414
 0.07220408]",2021-05-04 23:16:13.256371
Sad,5,"[0.08457228 0.00302516 0.14934671 0.01417327 0.28355157 0.31631723
 0.1490138 ]",2021-05-04 23:16:13.328388
Sad,5,"[0.09226592 0.00649314 0.14903523 0.017437   0.25610858 0.33608517
 0.14257497]",2021-05-04 23:16:13.400248
Sad,5,"[0.18054058 0.0066968  0.129534   0.02495777 0.18470651 0.33650246
 0.13706185]",2021-05-04 23:16:13.475266
Sad,5,"[0.10472237 0.01383432 0.12133691 0.02286259 0.21496508 0.44728374
 0.07499503]",2021-05-04 23:16:13.548374
Sad,5,"[0.15555331 0.01197261 0.1355093  0.03503696 0.2108357  0.303839
 0.14725305]",2021-05-04 23:16:13.632470
Surprised,6,"[0.09436426 0.00217352 0.12698185 0.03113149 0.17282704 0.23985957
 0.33266225]",2021-05-04 23:16:13.696998
Neutral,4,"[0.0659465  0.00171335 0.10557184 0.00778355 0.3630697  0.2605308
 0.19538426]",2021-05-04 23:16:13.775751
Sad,5,"[0.15202317 0.01432057 0.11236156 0.03427975 0.16866292 0.41727132
 0.10108071]",2021-05-04 23:16:13.857242
Sad,5,"[0.10893305 0.01599987 0.16715042 0.01421269 0.19627878 0.4287025
 0.06872265]",2021-05-04 23:16:13.925758
Sad,5,"[0.10232485 0.00907795 0.12650113 0.01453269 0.23988968 0.39843506
 0.10923863]",2021-05-04 23:16:14.142514
Sad,5,"[0.14781395 0.01139452 0.14490336 0.03037937 0.21442379 0.27966487
 0.17142017]",2021-05-04 23:16:14.211806
Sad,5,"[0.08900843 0.01027097 0.15021563 0.0208884  0.28245854 0.3557498
 0.09140826]",2021-05-04 23:16:14.273810
Neutral,4,"[0.076671   0.00168339 0.128165   0.00822336 0.33087862 0.23759238
 0.21678625]",2021-05-04 23:16:14.337817
Sad,5,"[0.06194287 0.00348506 0.0805029  0.0104111  0.3184633  0.43780315
 0.08739165]",2021-05-04 23:16:14.424611
Sad,5,"[0.07211655 0.0067168  0.12812284 0.00992842 0.19670495 0.52529347
 0.06111701]",2021-05-04 23:16:14.507623
Sad,5,"[0.15894236 0.01235054 0.1389488  0.02526272 0.19229093 0.3329966
 0.13920802]",2021-05-04 23:16:14.573628
Surprised,6,"[0.14718209 0.00939347 0.11963468 0.1054763  0.18078835 0.20277436
 0.23475073]",2021-05-04 23:16:14.637633
Sad,5,"[0.08284345 0.00495804 0.09192657 0.01480246 0.2685261  0.44308105
 0.09386241]",2021-05-04 23:16:14.709166
Sad,5,"[0.08678965 0.00754063 0.17627306 0.01465901 0.22749309 0.40861124
 0.07863338]",2021-05-04 23:16:14.785608
Sad,5,"[0.13226807 0.01821388 0.1516061  0.03518256 0.23055768 0.2733973
 0.15877435]",2021-05-04 23:16:14.864615
Sad,5,"[0.10994443 0.01043638 0.11841473 0.0234328  0.2085608  0.41587484
 0.113336  ]",2021-05-04 23:16:14.944141
Sad,5,"[0.07943503 0.00465256 0.09765194 0.01806203 0.3106601  0.36320043
 0.12633796]",2021-05-04 23:16:15.023155
Sad,5,"[0.0769539  0.00363879 0.11411686 0.00981357 0.18352789 0.54148245
 0.07046655]",2021-05-04 23:16:15.095158
Sad,5,"[0.11218356 0.00627166 0.13421395 0.02257856 0.17762743 0.44031164
 0.10681317]",2021-05-04 23:16:15.176757
Sad,5,"[0.09447332 0.00756536 0.17697981 0.02052311 0.22215535 0.36025682
 0.11804622]",2021-05-04 23:16:15.253873
Sad,5,"[0.09273607 0.00232315 0.12480798 0.01168221 0.24740304 0.36997008
 0.15107748]",2021-05-04 23:16:15.331777
Sad,5,"[0.1072476  0.01477574 0.07402969 0.04930507 0.19006193 0.4746994
 0.08988056]",2021-05-04 23:16:15.416179
Sad,5,"[0.0782834  0.00421333 0.07484894 0.05521037 0.16278079 0.54917747
 0.07548568]",2021-05-04 23:16:15.481693
Sad,5,"[0.07613541 0.00203784 0.08248122 0.05407309 0.27040574 0.3534553
 0.16141136]",2021-05-04 23:16:15.549859
Sad,5,"[0.07484358 0.00707111 0.09997164 0.01601028 0.21145074 0.49203366
 0.09861892]",2021-05-04 23:16:15.628868
Sad,5,"[0.0979986  0.00294863 0.09756889 0.04218902 0.21880877 0.34576866
 0.19471739]",2021-05-04 23:16:15.700319
Sad,5,"[0.07871699 0.0018764  0.08243    0.03272105 0.14345637 0.5265278
 0.13427132]",2021-05-04 23:16:15.773872
Surprised,6,"[0.09379955 0.00215448 0.10584097 0.09288014 0.15792061 0.23705253
 0.3103518 ]",2021-05-04 23:16:15.850646
Surprised,6,"[0.0842597  0.00268403 0.09848974 0.06930195 0.14829573 0.27970907
 0.31725976]",2021-05-04 23:16:15.935239
Sad,5,"[0.09578059 0.00340395 0.11962477 0.07755113 0.1691194  0.32352504
 0.21099515]",2021-05-04 23:16:16.014754
Sad,5,"[0.0973612  0.00322361 0.0850197  0.14185956 0.14642252 0.29224703
 0.23386645]",2021-05-04 23:16:16.085046
Sad,5,"[0.07819609 0.00408938 0.09300867 0.13097838 0.22874805 0.24275546
 0.22222401]",2021-05-04 23:16:16.166922
Sad,5,"[0.06517487 0.00354785 0.09923548 0.16944571 0.20437656 0.24095893
 0.21726063]",2021-05-04 23:16:16.237934
Neutral,4,"[0.08553183 0.00556595 0.11944075 0.1596724  0.2446227  0.20617804
 0.17898834]",2021-05-04 23:16:16.306851
Surprised,6,"[0.08872993 0.00457025 0.09677321 0.14005277 0.24389088 0.15762092
 0.268362  ]",2021-05-04 23:16:16.380868
Surprised,6,"[0.09512719 0.00446266 0.10297318 0.17882459 0.21007076 0.19136795
 0.21717364]",2021-05-04 23:16:16.452872
Surprised,6,"[0.12053024 0.0022762  0.07774486 0.14750034 0.1534247  0.21829784
 0.2802259 ]",2021-05-04 23:16:16.528888
Sad,5,"[0.09370904 0.00291025 0.09557519 0.07581067 0.17735985 0.30061042
 0.25402462]",2021-05-04 23:16:16.600303
Surprised,6,"[0.09208967 0.00363649 0.08843326 0.0908945  0.17246442 0.24513757
 0.30734408]",2021-05-04 23:16:16.680246
Surprised,6,"[0.10448492 0.00337335 0.10366255 0.18957089 0.15453355 0.18086608
 0.2635087 ]",2021-05-04 23:16:16.765607
Sad,5,"[0.12082254 0.00390134 0.10414194 0.12915513 0.14785473 0.36478743
 0.12933688]",2021-05-04 23:16:16.828612
Sad,5,"[0.10842153 0.00851945 0.14856312 0.20701033 0.148042   0.26212865
 0.11731491]",2021-05-04 23:16:16.900367
Surprised,6,"[0.0528915  0.00169491 0.1853169  0.11625002 0.17765355 0.12023269
 0.34596038]",2021-05-04 23:16:16.983892
Neutral,4,"[0.07464174 0.00818878 0.16763029 0.05043588 0.38150686 0.1511927
 0.16640376]",2021-05-04 23:16:17.061777
Surprised,6,"[0.07310766 0.00270217 0.12386119 0.08013461 0.28554052 0.14610775
 0.28854614]",2021-05-04 23:16:17.132746
Happy,3,"[0.11989196 0.00883817 0.1050788  0.24574701 0.2231366  0.16634622
 0.13096124]",2021-05-04 23:16:17.204753
Neutral,4,"[0.11660444 0.0041325  0.11232885 0.10959518 0.29851    0.17329198
 0.18553713]",2021-05-04 23:16:17.276019
Neutral,4,"[0.08162834 0.00213727 0.20521368 0.09781916 0.27432412 0.12397173
 0.21490581]",2021-05-04 23:16:17.353035
Neutral,4,"[0.06166456 0.00097578 0.21888739 0.08800326 0.27375567 0.14832386
 0.20838954]",2021-05-04 23:16:17.438361
Happy,3,"[0.04267322 0.00380231 0.19479601 0.27312624 0.23001002 0.16711362
 0.08847864]",2021-05-04 23:16:17.514404
Neutral,4,"[0.06382649 0.00369741 0.2432849  0.08249634 0.30673558 0.11781884
 0.1821405 ]",2021-05-04 23:16:17.590820
Neutral,4,"[0.06140629 0.00497936 0.22196758 0.13454361 0.25905842 0.12583621
 0.19220857]",2021-05-04 23:16:17.670610
Neutral,4,"[0.02962446 0.00190597 0.25055888 0.04573331 0.38924503 0.11519225
 0.16774014]",2021-05-04 23:16:17.746912
Neutral,4,"[0.0676062  0.00190352 0.2276209  0.06644502 0.30957592 0.1304332
 0.1964152 ]",2021-05-04 23:16:17.823374
Neutral,4,"[0.0577828  0.00184069 0.15825443 0.06002063 0.40221423 0.11056975
 0.20931748]",2021-05-04 23:16:17.908647
Surprised,6,"[0.08362035 0.0034567  0.17952092 0.09816115 0.25281957 0.11155658
 0.2708647 ]",2021-05-04 23:16:17.978422
Neutral,4,"[0.10770415 0.0020078  0.17211226 0.12276171 0.25174257 0.22487442
 0.118797  ]",2021-05-04 23:16:18.066191
Sad,5,"[0.14292538 0.0040333  0.17294091 0.08847519 0.2137529  0.27303818
 0.10483416]",2021-05-04 23:16:18.139440
Happy,3,"[0.06420649 0.00525215 0.1179522  0.27427432 0.16814913 0.2554955
 0.11467028]",2021-05-04 23:16:18.214736
Happy,3,"[0.01577139 0.00088626 0.02181689 0.6037889  0.24130763 0.09580777
 0.02062112]",2021-05-04 23:16:18.294916
Happy,3,"[0.02607894 0.00069662 0.01877534 0.622152   0.2039954  0.11609624
 0.01220555]",2021-05-04 23:16:18.405885
Neutral,4,"[3.0667035e-02 2.6441590e-04 1.3721106e-02 3.2569337e-01 3.4537798e-01
 2.8363931e-01 6.3681614e-04]",2021-05-04 23:16:18.480737
Happy,3,"[0.02946241 0.00210427 0.08410584 0.6632906  0.1127865  0.08162916
 0.02662117]",2021-05-04 23:16:18.594761
Neutral,4,"[5.6605116e-02 2.0322195e-04 6.3636154e-02 2.0786914e-01 4.2063016e-01
 2.4948390e-01 1.5723234e-03]",2021-05-04 23:16:18.784045
Happy,3,"[0.03579304 0.00433684 0.19279659 0.35482812 0.22868478 0.16569918
 0.01786142]",2021-05-04 23:16:18.857965
Happy,3,"[9.6628489e-03 1.0511258e-04 6.0489010e-02 4.6475899e-01 3.8020876e-01
 8.1544310e-02 3.2309112e-03]",2021-05-04 23:16:18.949901
Happy,3,"[0.07299298 0.00108286 0.18745284 0.3494056  0.2151451  0.16510914
 0.00881149]",2021-05-04 23:16:19.026899
Neutral,4,"[1.8905826e-02 6.6373563e-05 2.5574300e-02 3.5487896e-01 5.5986792e-01
 3.9916996e-02 7.8964001e-04]",2021-05-04 23:16:19.139074
Neutral,4,"[0.06204056 0.00045984 0.07635698 0.3703309  0.38039005 0.10782906
 0.00259262]",2021-05-04 23:16:19.240869
Happy,3,"[5.45735769e-02 4.06397594e-04 7.11840168e-02 4.14471388e-01
 3.40639979e-01 1.16378956e-01 2.34569493e-03]",2021-05-04 23:16:19.321741
Neutral,4,"[3.18747498e-02 4.99682392e-06 2.76374873e-02 5.01469895e-02
 7.84334958e-01 1.05760835e-01 2.39977846e-04]",2021-05-04 23:16:19.742604
Neutral,4,"[3.4828853e-02 1.2636207e-04 3.7290040e-02 1.4365286e-01 6.5949142e-01
 1.2332682e-01 1.2836423e-03]",2021-05-04 23:16:19.912862
Neutral,4,"[7.8212032e-03 4.4125618e-06 2.4079753e-02 1.7022532e-01 7.7078784e-01
 2.5338981e-02 1.7424922e-03]",2021-05-04 23:16:20.011667
Neutral,4,"[1.2777722e-02 6.1602509e-06 4.4763997e-02 7.3578693e-02 8.2548881e-01
 4.1259810e-02 2.1247889e-03]",2021-05-04 23:16:20.091678
Sad,5,"[0.11314645 0.00055991 0.13999821 0.09751076 0.1928939  0.36061266
 0.09527807]",2021-05-04 23:16:20.165742
Sad,5,"[0.12446685 0.00072632 0.1275994  0.15315866 0.16850917 0.3060213
 0.11951822]",2021-05-04 23:16:20.243901
Surprised,6,"[0.13113934 0.00062064 0.23066998 0.14052615 0.07372261 0.11535006
 0.3079712 ]",2021-05-04 23:16:20.326371
Surprised,6,"[0.05264287 0.00079202 0.25051084 0.08898068 0.17229559 0.12251221
 0.31226575]",2021-05-04 23:16:20.401815
Fearful,2,"[0.05304917 0.0067596  0.33744252 0.10925429 0.12348311 0.18168275
 0.18832847]",2021-05-04 23:16:20.482463
Happy,3,"[0.06006614 0.00517118 0.15697362 0.46592712 0.04214343 0.14052019
 0.12919834]",2021-05-04 23:16:20.562480
Happy,3,"[0.03242337 0.05452891 0.1757291  0.4066256  0.0685225  0.22472185
 0.03744873]",2021-05-04 23:16:20.636039
Happy,3,"[0.02263608 0.00122393 0.06728891 0.69948894 0.04322146 0.11934763
 0.04679297]",2021-05-04 23:16:20.716047
Happy,3,"[5.1926817e-03 7.4779316e-05 1.1413467e-02 8.4697944e-01 7.0696697e-02
 4.9454972e-02 1.6188046e-02]",2021-05-04 23:16:20.797420
Happy,3,"[0.0167083  0.00533471 0.0572483  0.7917993  0.0640092  0.0595384
 0.00536175]",2021-05-04 23:16:20.874738
Happy,3,"[2.9232276e-03 7.0712202e-05 1.1399279e-02 8.6131424e-01 7.5920552e-02
 4.5454398e-02 2.9175573e-03]",2021-05-04 23:16:20.951073
Happy,3,"[0.04042654 0.00981162 0.08332027 0.38013047 0.35782346 0.11494596
 0.01354165]",2021-05-04 23:16:21.036427
Neutral,4,"[0.0790429  0.01688047 0.20116709 0.17546713 0.3972572  0.119536
 0.0106492 ]",2021-05-04 23:16:21.109623
Happy,3,"[0.04437919 0.04547158 0.13564192 0.3245564  0.18010055 0.24854636
 0.02130405]",2021-05-04 23:16:21.189648
Neutral,4,"[0.03932039 0.0317867  0.14133094 0.1757638  0.39590773 0.20293117
 0.01295923]",2021-05-04 23:16:21.274220
Neutral,4,"[0.07185574 0.05909155 0.18196747 0.24525571 0.26075333 0.16571367
 0.0153625 ]",2021-05-04 23:16:21.343374
Neutral,4,"[0.10062906 0.0491848  0.24439271 0.10820469 0.2978924  0.18898171
 0.01071461]",2021-05-04 23:16:21.425912
Neutral,4,"[0.0459482  0.00632392 0.11464658 0.16322257 0.4892528  0.17459989
 0.00600611]",2021-05-04 23:16:21.505443
Sad,5,"[0.10296371 0.02878539 0.13687812 0.10140912 0.3090732  0.3116476
 0.0092429 ]",2021-05-04 23:16:21.579906
Neutral,4,"[0.01177639 0.00073744 0.14311264 0.12622201 0.47678944 0.22416785
 0.01719414]",2021-05-04 23:16:21.662756
Neutral,4,"[8.5121058e-03 2.3885291e-04 2.5770679e-01 8.0707736e-02 5.9492862e-01
 5.6770310e-02 1.1356111e-03]",2021-05-04 23:16:21.743811
Sad,5,"[0.10540438 0.02549268 0.22111128 0.16643707 0.14609978 0.30892074
 0.02653413]",2021-05-04 23:16:21.811814
Neutral,4,"[0.07906449 0.00395247 0.21218334 0.17186137 0.32312062 0.20357083
 0.00624691]",2021-05-04 23:16:21.890841
