labels,classes,predictions,time
Neutral,4,"[0.08793657 0.01471532 0.04983771 0.00351307 0.77080107 0.06666407
 0.00653225]",46:57.1
Neutral,4,"[0.12456352 0.02742951 0.08036939 0.08733889 0.42468444 0.25319275
 0.00242159]",46:58.0
Neutral,4,"[8.1236705e-02 1.6406478e-02 7.5732529e-02 1.0678990e-02 7.6838809e-01
 4.7060587e-02 4.9665011e-04]",46:58.2
Neutral,4,"[0.09613795 0.00202275 0.01513626 0.01184222 0.846157   0.02714932
 0.00155437]",46:58.7
Neutral,4,"[1.1862069e-03 2.8485829e-06 2.6750445e-04 9.6618831e-03 9.8769128e-01
 1.1889081e-03 1.3010817e-06]",46:58.8
Neutral,4,"[2.1133919e-03 4.5802305e-04 4.9099588e-04 1.6152946e-02 9.8026270e-01
 4.7763227e-04 4.4309221e-05]",46:59.0
Neutral,4,"[0.18478002 0.00556215 0.06059504 0.05084978 0.5140212  0.18086004
 0.00333168]",46:59.2
Neutral,4,"[0.02563651 0.00085536 0.00818638 0.1550858  0.78648204 0.01992928
 0.00382469]",46:59.7
Neutral,4,"[0.07745799 0.00437956 0.05406382 0.16066445 0.5767341  0.11678242
 0.00991772]",47:00.1
Neutral,4,"[0.0642224  0.01490626 0.00972306 0.03486326 0.84852827 0.02664326
 0.00111346]",47:00.4
Neutral,4,"[0.09556062 0.00242595 0.02406561 0.14081606 0.66048926 0.07457586
 0.00206657]",47:00.7
Neutral,4,"[0.07204952 0.00460467 0.03444314 0.08230697 0.75143296 0.0509878
 0.00417498]",47:00.8
Neutral,4,"[3.5610139e-02 1.4876988e-05 7.1033288e-04 8.2921475e-02 8.5581535e-01
 2.4922514e-02 5.3109316e-06]",47:00.9
Happy,3,"[0.00559899 0.00104803 0.00981227 0.48760074 0.47604862 0.01352475
 0.00636655]",47:01.0
Neutral,4,"[1.0693311e-01 3.4881436e-04 3.6495989e-03 1.4792131e-01 6.5651387e-01
 8.3551370e-02 1.0819237e-03]",47:01.1
Angry,0,"[3.4860167e-01 1.7622714e-04 2.8504014e-02 1.5923332e-01 2.9391477e-01
 1.6937912e-01 1.9089865e-04]",47:01.2
Neutral,4,"[2.7419731e-01 9.0056392e-06 1.1419127e-02 8.5163139e-02 5.5892318e-01
 7.0265010e-02 2.3199851e-05]",47:01.2
Neutral,4,"[1.9283779e-01 2.0460975e-05 5.0059985e-03 5.3961970e-02 6.8938285e-01
 5.8751334e-02 3.9542341e-05]",47:01.3
Neutral,4,"[2.1802767e-01 1.5323727e-05 2.4527821e-03 1.6883226e-02 5.7842177e-01
 1.8419351e-01 5.7109842e-06]",47:01.4
Neutral,4,"[3.4640554e-02 3.4403417e-06 1.7447722e-03 4.9503833e-02 9.0705502e-01
 7.0512514e-03 1.2321754e-06]",47:01.5
Neutral,4,"[9.2931949e-02 2.5446284e-06 9.0322655e-04 3.0800128e-02 8.5213101e-01
 2.3225993e-02 5.0638082e-06]",47:01.6
Neutral,4,"[2.87883263e-02 6.69355286e-05 1.13862585e-02 6.70508072e-02
 8.77437770e-01 1.47366980e-02 5.33087645e-04]",47:01.7
Neutral,4,"[3.6212619e-02 2.3018185e-04 5.6599304e-03 2.1440603e-02 9.1600811e-01
 2.0279227e-02 1.6941415e-04]",47:01.8
Neutral,4,"[1.7523287e-01 5.8768166e-04 2.0254562e-02 1.1217803e-02 7.6245093e-01
 2.7224669e-02 3.0314841e-03]",47:01.9
Neutral,4,"[2.9236836e-02 1.0901805e-05 3.6182834e-03 1.6013540e-02 9.3270367e-01
 1.8363655e-02 5.3140047e-05]",47:02.0
Neutral,4,"[0.18212011 0.0013335  0.03205248 0.03863183 0.65932214 0.08572568
 0.00081426]",47:02.1
Neutral,4,"[1.5386381e-02 9.9638528e-05 4.0575983e-03 2.4924872e-02 9.3935484e-01
 1.5558281e-02 6.1833736e-04]",47:02.2
Neutral,4,"[0.07387251 0.01678659 0.02754681 0.0195017  0.8136464  0.04551741
 0.00312851]",47:02.3
Neutral,4,"[5.2294847e-02 1.7335497e-04 5.7149893e-03 2.1094143e-02 8.9958465e-01
 2.0367503e-02 7.7054044e-04]",47:02.4
Neutral,4,"[3.6386445e-02 3.8805793e-04 7.7276696e-03 2.6113524e-03 9.3096220e-01
 1.9700961e-02 2.2234048e-03]",47:02.5
Neutral,4,"[8.7030262e-02 3.2072834e-04 1.8169381e-02 3.2164477e-02 8.1128341e-01
 5.0351866e-02 6.7989324e-04]",47:02.6
Neutral,4,"[3.6637958e-02 6.5001579e-05 2.6143240e-03 1.6753783e-02 9.1271508e-01
 3.1149296e-02 6.4535663e-05]",47:02.7
Neutral,4,"[0.1534056  0.01725798 0.01893857 0.10113727 0.65880066 0.04748511
 0.0029749 ]",47:02.8
Neutral,4,"[0.09287438 0.00100818 0.01724963 0.15988289 0.5835748  0.14386562
 0.00154461]",47:03.0
Neutral,4,"[0.16694601 0.02275687 0.02585184 0.07118813 0.63624406 0.07083174
 0.00618143]",47:03.1
Neutral,4,"[0.05413565 0.02051069 0.02089327 0.01392194 0.85392934 0.03216237
 0.00444675]",47:03.2
Neutral,4,"[0.04212407 0.00465102 0.01195947 0.09919921 0.78376275 0.05385099
 0.00445245]",47:03.3
Neutral,4,"[0.045144   0.01372807 0.01499253 0.02637346 0.85758376 0.03785645
 0.00432172]",47:03.5
Neutral,4,"[0.16907464 0.01912245 0.02264683 0.00162133 0.53316593 0.25353757
 0.00083128]",47:03.6
Neutral,4,"[0.09369988 0.00153313 0.01229856 0.01199731 0.8132075  0.06471302
 0.0025506 ]",47:03.6
Neutral,4,"[0.07551697 0.0014228  0.01934574 0.01047759 0.85993314 0.03121511
 0.00208873]",47:03.7
Neutral,4,"[0.18934925 0.01194212 0.03025053 0.04671376 0.6516047  0.05741988
 0.01271984]",47:03.9
Angry,0,"[0.41135964 0.0029152  0.25699753 0.00369128 0.17571367 0.11724896
 0.03207365]",47:04.0
Fearful,2,"[1.8337516e-02 1.9142218e-04 6.6980988e-01 3.1258559e-03 1.5108316e-01
 9.8795645e-02 5.8656465e-02]",47:05.3
Happy,3,"[1.6891646e-03 3.7306923e-04 1.1588916e-03 9.3255228e-01 6.2435947e-02
 1.4297647e-03 3.6101055e-04]",47:05.5
Happy,3,"[1.78114197e-03 2.43971197e-04 4.15316812e-04 9.30097520e-01
 6.61659688e-02 1.28150824e-03 1.46016155e-05]",47:05.6
Fearful,2,"[3.2343823e-03 1.0614434e-05 7.4705786e-01 1.7175784e-03 2.2321922e-01
 2.2924939e-02 1.8354465e-03]",47:05.7
Happy,3,"[9.1623589e-03 9.1361078e-05 1.2261134e-02 7.6980281e-01 2.0118363e-01
 7.4888975e-03 9.9222552e-06]",47:05.9
Happy,3,"[1.1513747e-03 1.3059189e-06 1.4880221e-04 5.4095995e-01 4.5625609e-01
 1.4804720e-03 2.0073255e-06]",47:06.0
Happy,3,"[1.9033225e-02 8.2881929e-04 2.9683509e-03 8.8787615e-01 7.0109062e-02
 1.8760620e-02 4.2383774e-04]",47:06.1
Happy,3,"[0.05344447 0.01148822 0.02534979 0.5291352  0.36482826 0.01429952
 0.00145451]",47:06.2
Happy,3,"[0.1058896  0.02675327 0.05946058 0.42314976 0.3109754  0.07285745
 0.00091396]",47:06.3
Happy,3,"[0.06541239 0.01693324 0.03978997 0.5557454  0.30296862 0.01045209
 0.00869823]",47:06.4
Happy,3,"[0.07230063 0.0009914  0.03330137 0.6038061  0.16952807 0.1193705
 0.00070205]",47:06.5
Neutral,4,"[2.0007143e-02 1.3853138e-02 1.3723156e-02 1.4418775e-01 7.8748143e-01
 2.0225255e-02 5.2214024e-04]",47:06.6
Neutral,4,"[0.03837615 0.06301647 0.10188816 0.12091773 0.54305035 0.13099994
 0.00175128]",47:06.6
Happy,3,"[1.5718682e-04 8.2156275e-06 9.9221616e-05 9.2532188e-01 7.2605178e-02
 1.7957489e-03 1.2534315e-05]",47:06.7
Happy,3,"[7.0002826e-04 7.6120254e-05 4.9348862e-04 9.7729546e-01 1.8005207e-02
 3.4206230e-03 9.0109324e-06]",47:06.8
Happy,3,"[3.9044573e-04 3.2502903e-05 8.7071836e-05 9.6506119e-01 3.2925714e-02
 1.4790167e-03 2.4211926e-05]",47:06.9
Happy,3,"[0.00572389 0.00474195 0.00840544 0.47967604 0.44608426 0.05467753
 0.00069097]",47:07.0
Happy,3,"[0.00937566 0.00606069 0.00943565 0.57825166 0.3610225  0.03479323
 0.00106062]",47:07.1
Happy,3,"[3.3498332e-03 2.5469270e-03 5.2379598e-03 8.9649016e-01 8.6272538e-02
 5.6762081e-03 4.2644155e-04]",47:07.2
Happy,3,"[5.5910558e-03 9.1589260e-04 4.5911982e-03 6.9810802e-01 2.7263358e-01
 1.7914649e-02 2.4557736e-04]",47:07.3
Neutral,4,"[6.9741428e-02 1.0200473e-04 2.7121636e-03 3.1610247e-01 5.3113818e-01
 8.0106325e-02 9.7418560e-05]",47:07.4
Happy,3,"[8.9639223e-05 5.3465770e-09 1.7387799e-07 9.9392349e-01 5.9783715e-03
 8.2430379e-06 6.5052292e-09]",47:07.5
Neutral,4,"[6.6844197e-03 1.1520209e-05 4.8569884e-05 3.3654204e-01 6.5538317e-01
 1.3231618e-03 7.1810155e-06]",47:07.6
Happy,3,"[9.9691453e-05 5.0470676e-06 5.2921778e-06 9.0336078e-01 9.6380375e-02
 1.4853473e-04 3.6015439e-07]",47:07.7
Happy,3,"[4.2274437e-04 7.4725881e-06 1.2479270e-04 7.9605138e-01 2.0203236e-01
 1.3552968e-03 5.9170229e-06]",47:07.7
Happy,3,"[8.7221451e-03 9.7666380e-06 2.8463933e-04 7.0591527e-01 2.8231439e-01
 2.7227176e-03 3.1012718e-05]",47:07.8
Happy,3,"[5.5312012e-05 2.0206556e-09 5.6687693e-08 8.6264789e-01 1.3722755e-01
 6.9194568e-05 3.8424233e-09]",47:07.9
Happy,3,"[2.9565182e-03 2.8745442e-06 1.2128163e-05 6.8054223e-01 3.1580535e-01
 6.8037928e-04 5.1590700e-07]",47:08.0
Happy,3,"[2.9371638e-04 2.8404320e-06 8.8506204e-05 5.8471423e-01 4.1420883e-01
 6.7322043e-04 1.8764291e-05]",47:08.1
Happy,3,"[1.5385632e-04 3.9502510e-08 3.2060814e-06 8.5060292e-01 1.4907248e-01
 1.6616046e-04 1.2943478e-06]",47:08.2
Happy,3,"[2.8483779e-04 2.2754847e-09 5.4448367e-07 9.6326816e-01 3.6404762e-02
 4.1790870e-05 1.9085413e-09]",47:08.3
Neutral,4,"[2.3122272e-02 1.3239247e-04 3.7621993e-03 3.0146098e-01 6.4702505e-01
 2.4051797e-02 4.4538386e-04]",47:08.4
Happy,3,"[8.0360612e-03 1.5202664e-05 3.1494703e-05 5.8253103e-01 4.0833881e-01
 1.0428583e-03 4.5540583e-06]",47:08.4
Happy,3,"[1.0417190e-03 5.3533034e-07 1.7469474e-06 6.9702697e-01 3.0184019e-01
 8.8935485e-05 3.1724277e-08]",47:08.5
Happy,3,"[1.0481733e-03 4.9062910e-05 2.4634668e-05 5.6180519e-01 4.3572068e-01
 1.3517532e-03 5.1342613e-07]",47:08.6
Happy,3,"[2.0241013e-03 2.0854613e-04 1.8604106e-04 7.8646761e-01 2.0980085e-01
 1.3119611e-03 9.3527689e-07]",47:08.7
Neutral,4,"[3.8965442e-04 9.1830925e-06 9.6116411e-05 1.8680066e-01 8.1113088e-01
 1.5702879e-03 3.1650745e-06]",47:08.8
Neutral,4,"[4.9990038e-03 2.3395294e-05 8.7282050e-04 4.3722567e-01 5.4410225e-01
 1.2750694e-02 2.6154652e-05]",47:08.9
Neutral,4,"[1.2956292e-03 8.5057110e-08 6.7146262e-05 2.6452529e-01 7.3194194e-01
 2.1676631e-03 2.2518684e-06]",47:09.0
Neutral,4,"[5.2530956e-03 1.3156191e-06 1.4467713e-04 3.5804626e-02 9.5084137e-01
 7.9522710e-03 2.6406665e-06]",47:09.1
Neutral,4,"[9.1150384e-03 1.3762824e-06 1.9289379e-03 2.5567970e-01 7.1590763e-01
 1.7326541e-02 4.0763338e-05]",47:09.2
Neutral,4,"[6.6078715e-03 3.0162248e-06 2.8159536e-04 3.9006743e-01 5.9302950e-01
 1.0009124e-02 1.3969451e-06]",47:09.3
Neutral,4,"[2.0546215e-03 2.7708199e-06 6.8562003e-05 2.3177873e-01 7.6201636e-01
 4.0757619e-03 3.2131409e-06]",47:09.4
Neutral,4,"[9.804458e-04 6.656699e-08 8.699918e-06 1.610376e-01 8.373962e-01
 5.762325e-04 7.527266e-07]",47:09.5
Neutral,4,"[1.9297109e-03 6.6819689e-07 1.0876245e-04 2.0613670e-01 7.9024792e-01
 1.5758827e-03 3.6309490e-07]",47:09.6
Neutral,4,"[1.9782249e-02 4.9665661e-05 2.6108520e-03 2.1598081e-01 7.4869365e-01
 1.2504667e-02 3.7810678e-04]",47:09.6
Neutral,4,"[3.3717698e-03 1.6570755e-05 1.6180096e-04 1.0625541e-01 8.8290894e-01
 7.2587221e-03 2.6715814e-05]",47:09.7
Neutral,4,"[3.35516920e-03 6.99875045e-06 6.12225049e-05 1.53541425e-02
 9.79744673e-01 1.47761684e-03 1.89177030e-07]",47:09.8
Neutral,4,"[1.0987386e-02 3.3452909e-04 7.5964145e-03 6.7543616e-03 9.6158874e-01
 1.2659110e-02 7.9458456e-05]",47:09.9
Neutral,4,"[5.4641631e-03 2.0706176e-03 1.8065631e-03 1.8627091e-01 8.0222428e-01
 2.1605033e-03 2.9539281e-06]",47:10.0
Neutral,4,"[1.9760991e-03 6.7889800e-07 3.9388760e-04 1.6873360e-03 9.9230325e-01
 3.5513535e-03 8.7425920e-05]",47:10.1
Neutral,4,"[1.6882624e-03 3.2727646e-06 5.4100590e-05 1.1517507e-01 8.8182527e-01
 1.2535420e-03 4.0421091e-07]",47:10.2
Neutral,4,"[1.2762420e-03 3.5809082e-06 1.3966611e-04 2.4041174e-02 9.7179145e-01
 2.7412856e-03 6.6577863e-06]",47:10.3
Neutral,4,"[6.0757931e-04 1.5140020e-06 4.9150599e-06 6.1917305e-02 9.3688190e-01
 5.8675691e-04 2.0243881e-08]",47:10.4
Neutral,4,"[6.4624217e-03 1.7191371e-07 8.5214924e-05 8.5759595e-02 9.0370023e-01
 3.9790636e-03 1.3263612e-05]",47:10.5
Neutral,4,"[1.8179398e-05 7.7196667e-08 2.1057833e-06 3.6071146e-01 6.3916230e-01
 1.0590079e-04 2.2657660e-09]",47:10.5
Neutral,4,"[1.3752493e-04 4.5766683e-08 1.0327529e-05 2.9880652e-01 7.0062977e-01
 4.1580034e-04 7.1011854e-09]",47:10.6
Neutral,4,"[1.9677531e-03 1.8794719e-07 3.4355584e-05 1.0620227e-01 8.9033633e-01
 1.4580501e-03 1.0308646e-06]",47:10.7
Neutral,4,"[1.9668664e-04 9.2771035e-09 1.5665621e-06 2.3234805e-01 7.6730561e-01
 1.4805159e-04 5.2484110e-09]",47:10.8
Neutral,4,"[1.7447664e-03 1.7876068e-06 3.3178341e-05 3.5255471e-01 6.4513069e-01
 5.3440814e-04 4.2942514e-07]",47:10.9
Happy,3,"[4.8194636e-04 9.4972575e-07 1.1276375e-05 8.4278703e-01 1.5663911e-01
 7.1101604e-05 8.5007732e-06]",47:11.0
Neutral,4,"[3.2053138e-03 2.0827051e-06 6.6015855e-05 5.0886929e-02 9.4434392e-01
 1.4888974e-03 6.8733439e-06]",47:11.1
Neutral,4,"[2.5656950e-03 8.7140030e-08 8.4987842e-06 5.7211865e-02 9.3956465e-01
 6.4852834e-04 6.2049912e-07]",47:11.2
Neutral,4,"[9.2225736e-03 1.0868059e-06 2.3873163e-05 7.0713416e-02 9.1863215e-01
 1.4061707e-03 6.7135841e-07]",47:11.3
Neutral,4,"[4.0492327e-03 5.8362070e-07 3.7422822e-05 2.7616313e-01 7.1842337e-01
 1.3188868e-03 7.4037184e-06]",47:11.4
Neutral,4,"[6.9726992e-04 4.4709205e-09 1.4581183e-06 6.4421944e-02 9.3472517e-01
 1.5403457e-04 6.9661645e-08]",47:11.5
Neutral,4,"[1.7874006e-03 7.2271376e-08 6.7189758e-06 2.7842466e-02 9.6979082e-01
 5.7217025e-04 2.9535792e-07]",47:11.6
Neutral,4,"[2.3427703e-03 1.2437600e-07 4.6182788e-05 3.2965198e-02 9.6203470e-01
 2.6088925e-03 2.0599327e-06]",47:11.7
Neutral,4,"[4.88883397e-03 2.00518329e-07 2.19323174e-05 2.65116990e-01
 7.28680789e-01 1.29120483e-03 1.14678066e-07]",47:11.7
Neutral,4,"[3.9801742e-03 7.5422925e-08 7.5197477e-06 2.1457797e-02 9.7417384e-01
 3.8027018e-04 2.7750156e-07]",47:11.8
Happy,3,"[2.3267764e-04 2.4787579e-09 3.5616979e-06 9.3750286e-01 6.2198583e-02
 5.7284349e-05 4.9337732e-06]",47:11.9
Neutral,4,"[3.6047811e-03 1.5472493e-07 3.1654654e-05 2.8126138e-01 7.1350926e-01
 1.5884265e-03 4.3716404e-06]",47:12.0
Neutral,4,"[2.0904802e-03 1.6024690e-07 9.4664947e-06 1.5797555e-01 8.3925837e-01
 6.6602888e-04 2.3157991e-08]",47:12.1
Neutral,4,"[5.4928055e-04 3.2308665e-07 7.7617267e-05 2.5726920e-01 7.4110401e-01
 9.9266518e-04 6.8746563e-06]",47:12.2
Neutral,4,"[5.6762346e-03 1.0233839e-05 3.4165880e-04 3.5639825e-01 6.3539147e-01
 2.1665308e-03 1.5569110e-05]",47:12.3
Neutral,4,"[1.5881704e-02 1.1004119e-04 4.8476690e-03 2.4386613e-01 7.1701324e-01
 1.8152803e-02 1.2845577e-04]",47:12.4
Neutral,4,"[5.7177342e-02 2.0364598e-05 2.6319905e-03 3.7595913e-02 8.7663144e-01
 2.5880933e-02 6.2114588e-05]",47:12.5
Happy,3,"[5.8729749e-04 1.2296783e-06 1.1831844e-05 6.2455404e-01 3.7473008e-01
 1.1510170e-04 3.3786725e-07]",47:12.6
Neutral,4,"[5.8358382e-02 3.5524621e-04 3.6098114e-03 3.5649747e-02 8.8895029e-01
 1.0820220e-02 2.2563699e-03]",47:12.7
Neutral,4,"[0.04943736 0.00065665 0.00733295 0.34310886 0.5722839  0.02065434
 0.0065258 ]",47:12.8
Neutral,4,"[3.8589207e-03 1.2983596e-06 5.8000045e-05 3.6628586e-01 6.2786376e-01
 1.8834079e-03 4.8718262e-05]",47:12.9
Happy,3,"[2.5216325e-03 6.0568715e-07 5.4115000e-05 7.0658141e-01 2.9047683e-01
 3.6300789e-04 2.3205898e-06]",47:13.0
Happy,3,"[3.1210706e-03 1.1805492e-06 2.4155686e-04 8.1502634e-01 1.8025428e-01
 1.3405402e-03 1.5053970e-05]",47:13.0
Neutral,4,"[4.5438660e-03 7.5879907e-06 5.9183914e-04 4.3291000e-01 5.5833423e-01
 3.5480540e-03 6.4490167e-05]",47:13.1
Neutral,4,"[7.0246421e-03 4.7219291e-05 9.4197522e-04 4.8621646e-01 5.0174689e-01
 3.9698221e-03 5.2999476e-05]",47:13.2
Neutral,4,"[3.4783464e-03 2.1894461e-06 4.0514229e-04 4.0813103e-01 5.8360440e-01
 4.3124929e-03 6.6398097e-05]",47:13.3
Happy,3,"[2.0156170e-03 1.1235145e-06 3.2499555e-04 7.8487617e-01 2.1054934e-01
 2.2164569e-03 1.6298323e-05]",47:13.4
Happy,3,"[4.1054725e-03 2.9827358e-04 8.0513745e-04 8.9973855e-01 9.0981059e-02
 3.9729532e-03 9.8657423e-05]",47:13.5
Happy,3,"[2.71808659e-03 2.86771206e-06 7.05871382e-04 8.58166873e-01
 1.33762494e-01 4.54094494e-03 1.02812504e-04]",47:13.8
Neutral,4,"[2.5410680e-02 3.5415849e-06 1.1292933e-02 1.3453369e-01 7.6593035e-01
 6.2652670e-02 1.7614842e-04]",47:13.9
Neutral,4,"[4.5345197e-03 5.2194910e-06 7.3539796e-03 3.5745908e-02 9.3979394e-01
 1.2514600e-02 5.1840390e-05]",47:14.1
Neutral,4,"[1.3195282e-03 1.3332460e-07 4.4085817e-05 3.9342102e-01 6.0471404e-01
 4.9432594e-04 6.8544405e-06]",47:14.2
Neutral,4,"[1.1694935e-03 2.0173644e-07 1.0662825e-04 4.6041250e-01 5.3724927e-01
 1.0568779e-03 5.0800309e-06]",47:14.4
Happy,3,"[7.0687202e-03 8.1592631e-08 3.9639654e-05 7.0894837e-01 2.8230378e-01
 1.6378422e-03 1.6254255e-06]",47:14.5
Neutral,4,"[9.6634924e-03 3.3267032e-05 4.0339711e-04 3.2332435e-01 6.6399592e-01
 2.5349336e-03 4.4653669e-05]",47:14.5
Happy,3,"[5.3744637e-03 4.3622270e-09 2.0204745e-05 8.1164408e-01 1.8206464e-01
 8.9640281e-04 1.1074201e-07]",47:14.6
Happy,3,"[1.0875615e-02 1.2309351e-08 6.1616505e-05 5.7613277e-01 4.1113281e-01
 1.7963690e-03 9.2401660e-07]",47:14.7
Neutral,4,"[1.9169877e-03 1.2793996e-04 4.3018779e-04 2.2302786e-01 7.7228606e-01
 2.1416566e-03 6.9352289e-05]",47:14.8
Neutral,4,"[2.7586005e-03 1.2104215e-04 4.8065695e-04 6.3452184e-02 9.2896038e-01
 4.1857748e-03 4.1276056e-05]",47:14.9
Neutral,4,"[0.01033335 0.00361369 0.00172667 0.4710453  0.50609314 0.00636676
 0.0008211 ]",47:15.0
Neutral,4,"[7.7488008e-03 4.1028307e-04 3.4109926e-01 6.0937386e-03 6.0105431e-01
 3.7588112e-02 6.0055465e-03]",47:15.2
Neutral,4,"[0.16115886 0.07826047 0.02086289 0.01285565 0.65646964 0.04233278
 0.02805972]",47:15.2
Neutral,4,"[0.29442918 0.03414286 0.03872152 0.00612487 0.5750124  0.0508589
 0.00071027]",47:15.4
Neutral,4,"[0.3853811  0.03366607 0.04586994 0.02031943 0.4266746  0.08637572
 0.0017132 ]",47:15.5
Angry,0,"[0.51107204 0.02227269 0.02576523 0.0134074  0.35962805 0.06730946
 0.0005451 ]",47:15.6
Neutral,4,"[0.10235873 0.01885749 0.03073948 0.14295949 0.66394395 0.04017332
 0.00096747]",47:15.7
Neutral,4,"[2.0050450e-01 1.1924398e-02 5.3265214e-02 2.5975774e-04 6.7839646e-01
 5.3713989e-02 1.9356259e-03]",47:15.8
Neutral,4,"[7.5214215e-02 1.8897548e-03 1.2451287e-02 1.9446734e-02 8.4482473e-01
 4.5835223e-02 3.3797594e-04]",47:15.9
Neutral,4,"[2.6597556e-02 3.7886135e-04 7.0772120e-03 4.1629322e-02 9.1444457e-01
 9.6154287e-03 2.5698476e-04]",47:16.0
Neutral,4,"[1.0217400e-02 2.3948151e-04 5.4892147e-04 3.9126705e-02 9.4651538e-01
 3.1957950e-03 1.5643156e-04]",47:16.0
Neutral,4,"[5.6752088e-03 5.8229081e-05 7.8081427e-04 5.2366022e-02 9.3816912e-01
 2.6963113e-03 2.5430604e-04]",47:16.1
Neutral,4,"[5.3566038e-03 8.4629559e-05 1.9844137e-03 1.0650868e-01 8.8055730e-01
 5.4652886e-03 4.3064574e-05]",47:16.2
Happy,3,"[6.3157161e-03 9.5258347e-06 1.6022121e-04 5.9509397e-01 3.9583874e-01
 2.5733691e-03 8.4374742e-06]",47:16.7
Happy,3,"[4.4614368e-04 4.3844501e-08 3.8958104e-05 6.6730273e-01 3.3170706e-01
 5.0349085e-04 1.5387391e-06]",47:16.8
Neutral,4,"[5.4702866e-03 2.0406938e-07 8.9890942e-05 4.3848601e-01 5.5406362e-01
 1.8872794e-03 2.7090200e-06]",47:16.9
Neutral,4,"[2.4844126e-03 6.1561086e-06 1.6799734e-04 1.9413224e-01 8.0218589e-01
 1.0227050e-03 6.1209454e-07]",47:17.1
Neutral,4,"[5.2302377e-04 5.8018384e-07 2.5527875e-04 2.4945854e-01 7.4887091e-01
 8.9077331e-04 8.4913466e-07]",47:17.2
Neutral,4,"[0.05165335 0.00437647 0.08307373 0.19448878 0.63850224 0.02717365
 0.00073178]",47:17.3
Happy,3,"[0.05307011 0.0017195  0.06890708 0.44739854 0.39408842 0.03368903
 0.0011274 ]",47:17.4
Neutral,4,"[0.07772423 0.00087394 0.01666018 0.41975823 0.45931447 0.0248981
 0.000771  ]",47:17.6
Happy,3,"[1.8168336e-02 3.9048624e-04 9.4036898e-03 6.4027286e-01 3.2820123e-01
 3.1594643e-03 4.0388489e-04]",47:17.7
Happy,3,"[3.8412138e-04 2.7340877e-05 9.8861732e-05 5.4319721e-01 4.5552415e-01
 7.6310872e-04 5.1142624e-06]",47:17.8
Happy,3,"[9.3026005e-04 2.2448749e-04 2.9531072e-04 5.1560384e-01 4.8189422e-01
 9.8814256e-04 6.3768108e-05]",47:18.0
Happy,3,"[2.9079381e-03 3.0206009e-05 8.6028930e-03 6.9323754e-01 2.8305385e-01
 1.1842141e-02 3.2547937e-04]",47:18.2
Happy,3,"[8.8904584e-03 2.6180956e-04 4.9644220e-03 5.7090747e-01 3.9334780e-01
 2.1446753e-02 1.8135511e-04]",47:18.3
Happy,3,"[1.6759156e-04 1.4053214e-07 1.0779974e-04 9.5846170e-01 4.1171700e-02
 8.8703076e-05 2.5699883e-06]",47:18.4
Happy,3,"[2.2157386e-03 1.8735132e-05 2.4321405e-03 8.5409558e-01 1.3256748e-01
 8.6473878e-03 2.3017436e-05]",47:18.6
Happy,3,"[3.9879261e-03 6.9357782e-05 4.3749120e-03 7.1612144e-01 2.6519698e-01
 1.0197987e-02 5.1376697e-05]",47:18.7
Neutral,4,"[1.1330460e-02 6.2698801e-03 4.9272329e-03 4.3803507e-01 5.1089597e-01
 2.8323114e-02 2.1825224e-04]",47:18.9
Neutral,4,"[0.04128591 0.01239891 0.01789208 0.1276207  0.7359813  0.06383295
 0.00098808]",47:19.0
Neutral,4,"[1.7856877e-02 5.9625629e-04 3.2196979e-03 1.8836780e-01 7.7771121e-01
 1.1869740e-02 3.7839788e-04]",47:19.1
Neutral,4,"[7.2955944e-02 9.3206920e-04 1.3937739e-02 9.8112158e-02 7.8334618e-01
 3.0270971e-02 4.4496331e-04]",47:19.3
Neutral,4,"[2.3177451e-02 1.4864892e-04 2.7988460e-03 3.4771621e-01 6.1810869e-01
 7.6364600e-03 4.1367239e-04]",47:19.4
Neutral,4,"[2.7662718e-03 1.1498848e-06 5.3865835e-04 2.8858271e-01 7.0578086e-01
 2.3181266e-03 1.2177476e-05]",47:19.5
Neutral,4,"[1.31196305e-02 2.23707175e-04 3.71873006e-03 1.44556642e-01
 8.31094980e-01 5.60376840e-03 1.68262213e-03]",47:19.6
Happy,3,"[2.6572202e-03 3.8509829e-06 5.4536056e-04 5.7586896e-01 4.1925964e-01
 1.5442411e-03 1.2077334e-04]",47:19.8
Happy,3,"[2.0916141e-03 1.2773647e-06 5.7757564e-04 8.1388921e-01 1.7995737e-01
 3.3948598e-03 8.8049826e-05]",47:20.1
Neutral,4,"[4.9103200e-03 5.4720334e-05 4.1477103e-03 3.9326027e-01 5.8342677e-01
 1.3898908e-02 3.0135276e-04]",47:20.4
Sad,5,"[0.08139956 0.08208614 0.24418712 0.0768045  0.15648195 0.3580718
 0.00096898]",47:20.6
Neutral,4,"[0.07076784 0.02364729 0.07122453 0.06727357 0.64869905 0.11366378
 0.0047239 ]",47:21.0
Sad,5,"[0.14890721 0.03071205 0.22263014 0.03084078 0.20938554 0.35397178
 0.00355251]",47:21.4
Sad,5,"[0.11957549 0.11756743 0.27369195 0.06563655 0.1167148  0.30465755
 0.00215623]",47:21.7
Sad,5,"[5.5232581e-02 2.7098250e-02 2.7276784e-01 3.1414311e-02 1.4033449e-01
 4.7290733e-01 2.4511188e-04]",47:21.8
Happy,3,"[0.0507475  0.04750653 0.15019178 0.31048414 0.20428841 0.23386322
 0.00291843]",47:22.2
