labels,classes,predictions,time
Happy,3,"[2.8776398e-03 4.8461447e-06 1.3089465e-02 9.5426625e-01 8.5565085e-03
 2.1201940e-02 3.3479287e-06]",45:38.7
Happy,3,"[2.0083110e-03 5.3505846e-06 1.9762827e-02 9.2684692e-01 3.9780665e-02
 1.1559303e-02 3.6568479e-05]",45:38.8
Sad,5,"[1.4806548e-01 9.3812235e-03 6.6043094e-02 2.3068991e-01 5.7146184e-02
 4.8843190e-01 2.4217335e-04]",45:38.9
Happy,3,"[0.08918125 0.0025945  0.04691616 0.52339095 0.14997065 0.1862872
 0.00165932]",45:39.0
Sad,5,"[0.17902169 0.0035349  0.14349407 0.1959434  0.0299281  0.44266954
 0.00540826]",45:39.1
Happy,3,"[0.26641485 0.01199567 0.03398835 0.42784745 0.11770386 0.1391187
 0.00293121]",45:39.2
Happy,3,"[0.11820287 0.0044446  0.06242523 0.5830083  0.13404614 0.09502649
 0.00284642]",45:39.2
Happy,3,"[2.9893028e-02 2.1213853e-04 9.5450785e-03 6.9815975e-01 2.3987412e-01
 2.1877283e-02 4.3862467e-04]",45:39.3
Neutral,4,"[5.6302283e-02 9.5192005e-04 2.7704213e-02 4.2168027e-01 4.3043742e-01
 6.2796406e-02 1.2742788e-04]",45:39.4
Happy,3,"[2.0374942e-03 2.3667182e-07 4.5044129e-04 8.0420983e-01 1.9204415e-01
 1.2517207e-03 6.0829734e-06]",45:39.5
Happy,3,"[9.1557985e-04 3.0222736e-06 8.3372841e-05 6.7897260e-01 3.1944355e-01
 5.7908602e-04 2.7683257e-06]",45:39.6
Happy,3,"[5.0611567e-02 2.5493564e-05 5.2558724e-03 7.5988537e-01 1.6537695e-01
 1.8702125e-02 1.4270082e-04]",45:39.6
Sad,5,"[0.12340504 0.00908794 0.02987423 0.3603739  0.05072525 0.41652372
 0.01000992]",45:39.7
Neutral,4,"[3.9504897e-03 5.3816264e-05 8.2755368e-03 4.3645847e-01 5.0050700e-01
 5.0216161e-02 5.3855561e-04]",45:39.8
Happy,3,"[9.9994261e-03 9.6749078e-05 1.8606693e-02 7.6406336e-01 8.9578182e-02
 1.1765140e-01 4.2144366e-06]",45:39.9
Happy,3,"[8.2438171e-04 1.6347824e-06 2.1411658e-03 9.5866007e-01 3.3759821e-02
 4.6124244e-03 5.9018589e-07]",45:40.0
Neutral,4,"[8.6265979e-03 3.6922641e-04 6.3280398e-03 2.7315947e-01 7.0508635e-01
 6.4028888e-03 2.7464690e-05]",45:40.0
Neutral,4,"[1.2530525e-02 1.1414252e-03 1.4376011e-02 4.0553632e-01 5.6024069e-01
 6.1519570e-03 2.3012894e-05]",45:40.1
Neutral,4,"[2.1564359e-02 3.2292262e-03 3.5311643e-02 3.5939908e-01 5.7054216e-01
 9.8818364e-03 7.1688235e-05]",45:40.2
Neutral,4,"[4.4960789e-02 2.7798712e-03 3.3777103e-02 2.5097668e-01 6.3584268e-01
 3.1585753e-02 7.7048127e-05]",45:40.3
Neutral,4,"[1.8789714e-02 1.9955353e-03 4.4459406e-02 3.1822875e-01 5.8038402e-01
 3.6079716e-02 6.2877451e-05]",45:40.4
Happy,3,"[1.0764642e-02 6.8167667e-04 1.0129916e-02 6.0043502e-01 3.6390153e-01
 1.4078106e-02 9.0930662e-06]",45:40.4
Happy,3,"[1.1864037e-02 2.9584877e-03 1.6431317e-02 6.5049160e-01 3.0609754e-01
 1.2139398e-02 1.7695309e-05]",45:40.5
Happy,3,"[2.2999639e-05 2.1705260e-08 2.1996530e-05 6.5280879e-01 3.4701174e-01
 1.3446317e-04 6.0172217e-10]",45:40.6
Neutral,4,"[1.7149080e-06 7.1685197e-10 3.8671358e-05 2.9238641e-01 7.0751375e-01
 5.9435839e-05 2.9908822e-11]",45:40.7
Happy,3,"[7.8304694e-04 3.6509036e-07 1.0617819e-03 7.9462576e-01 2.0077150e-01
 2.7575046e-03 8.2608011e-08]",45:40.8
Happy,3,"[4.8097299e-05 4.5242146e-08 7.5079181e-04 8.2315910e-01 1.7577849e-01
 2.6337421e-04 3.5513949e-08]",45:40.9
Happy,3,"[2.5817860e-02 5.1299180e-03 2.9441284e-02 5.8651668e-01 1.8370453e-01
 1.6891636e-01 4.7334365e-04]",45:40.9
Happy,3,"[0.05235118 0.02634499 0.0444095  0.5035316  0.24551216 0.1032296
 0.02462108]",45:41.0
Angry,0,"[0.6046734  0.06007934 0.13620241 0.02693517 0.03593644 0.05717746
 0.07899577]",45:41.1
Happy,3,"[0.03990775 0.00292308 0.04279112 0.7862432  0.08781471 0.02519351
 0.01512672]",45:41.2
Neutral,4,"[0.09578814 0.00127216 0.1689233  0.07562286 0.34198368 0.29561248
 0.02079734]",45:42.0
Angry,0,"[0.35222605 0.00184638 0.25408506 0.03178914 0.19065274 0.11955926
 0.0498414 ]",45:48.5
Happy,3,"[0.12808019 0.01346772 0.04849828 0.49388197 0.27544558 0.03265171
 0.00797452]",45:48.7
Happy,3,"[0.05968007 0.14357433 0.08321989 0.36071447 0.27510405 0.03863774
 0.03906949]",45:48.7
Happy,3,"[0.10574836 0.03897022 0.03240713 0.41831163 0.3531704  0.02507501
 0.02631726]",45:48.8
Happy,3,"[0.03737066 0.00188396 0.02292763 0.61468685 0.29335174 0.02901719
 0.00076198]",45:48.9
Neutral,4,"[0.11238297 0.07790261 0.07346343 0.24757944 0.43457404 0.04981734
 0.00428   ]",45:49.0
Neutral,4,"[0.15772563 0.03334591 0.0859927  0.11397266 0.54623055 0.04617044
 0.01656209]",45:49.1
Neutral,4,"[0.10247169 0.00925525 0.15040347 0.01450055 0.62905663 0.06474087
 0.02957151]",45:49.2
Neutral,4,"[2.7061105e-02 2.0082199e-04 1.1827771e-02 4.3463246e-03 9.2301643e-01
 3.0476302e-02 3.0712290e-03]",45:49.3
Neutral,4,"[4.5092560e-02 3.4986893e-05 1.2265210e-02 5.4707709e-03 8.6703223e-01
 6.4257815e-02 5.8463197e-03]",45:49.3
Neutral,4,"[3.7570514e-02 6.0097536e-05 6.8134643e-02 1.4654836e-01 4.7624478e-01
 2.2627077e-01 4.5170829e-02]",45:49.4
Neutral,4,"[0.06999251 0.00094092 0.06200541 0.05987798 0.4218871  0.34831244
 0.03698362]",45:49.5
Neutral,4,"[0.29478633 0.00054543 0.06306785 0.00158748 0.4121406  0.20546885
 0.02240349]",45:49.6
Neutral,4,"[4.9052741e-03 4.1716603e-06 2.2270698e-03 2.0933201e-04 9.8362839e-01
 8.6012250e-03 4.2457681e-04]",45:49.7
Neutral,4,"[8.1821851e-02 4.6981158e-04 1.7393311e-02 2.1443223e-03 7.8689444e-01
 1.0421630e-01 7.0600053e-03]",45:50.0
Neutral,4,"[0.0985042  0.04086276 0.15039286 0.00186739 0.6363388  0.05918074
 0.01285328]",45:50.2
Neutral,4,"[8.6420188e-03 1.1161604e-06 5.2509229e-03 2.2770619e-02 9.2718738e-01
 3.6033317e-02 1.1461973e-04]",45:50.2
Neutral,4,"[2.9101672e-03 2.9120824e-06 1.4987509e-03 5.5476720e-03 9.7553635e-01
 1.4479374e-02 2.4721750e-05]",45:50.3
Neutral,4,"[1.5565213e-02 2.4278731e-07 1.5999724e-03 6.3331816e-03 9.2332864e-01
 5.3154189e-02 1.8617049e-05]",45:50.4
Neutral,4,"[5.2745078e-02 1.7063257e-06 1.4549277e-03 1.3026115e-02 8.9447600e-01
 3.8213134e-02 8.3040562e-05]",45:50.5
Neutral,4,"[5.1781129e-02 8.2396095e-05 2.3499263e-02 1.7755674e-01 7.0189637e-01
 4.5162525e-02 2.1467244e-05]",45:50.6
Neutral,4,"[1.6505447e-01 5.5959041e-04 1.9282429e-02 2.5203381e-02 7.3224223e-01
 5.7451069e-02 2.0678682e-04]",45:50.7
Neutral,4,"[0.24991024 0.02646694 0.13908525 0.06118753 0.3682351  0.14961965
 0.00549528]",45:50.8
Neutral,4,"[2.8021073e-01 5.8188220e-05 4.5845643e-02 3.3206824e-02 3.7441275e-01
 2.6569155e-01 5.7430868e-04]",45:50.9
Neutral,4,"[3.9280844e-01 3.5928897e-05 3.6605474e-02 1.4943046e-02 4.4811231e-01
 1.0728012e-01 2.1476930e-04]",45:51.0
Neutral,4,"[1.5636979e-01 4.5895134e-03 7.0760809e-02 8.1492901e-02 5.5173624e-01
 1.3480923e-01 2.4159723e-04]",45:51.1
Neutral,4,"[0.12784702 0.0183138  0.08377501 0.04797835 0.41366053 0.3050815
 0.0033439 ]",45:51.2
Neutral,4,"[2.5377427e-03 1.9858210e-04 4.9749985e-03 8.7531701e-02 8.9168453e-01
 1.2528676e-02 5.4370280e-04]",45:51.3
Neutral,4,"[1.9924251e-02 1.6222928e-05 5.7409727e-03 2.8618921e-02 9.3265212e-01
 1.2858531e-02 1.8903367e-04]",45:51.3
Neutral,4,"[2.7511533e-02 3.2900344e-03 3.7042196e-03 1.1901064e-01 8.3212358e-01
 1.4141701e-02 2.1820032e-04]",45:51.4
Neutral,4,"[1.7420704e-02 1.7110301e-03 2.9765517e-03 2.2150265e-02 9.4829381e-01
 7.2232741e-03 2.2436405e-04]",45:51.6
Neutral,4,"[8.5735403e-02 5.4593652e-04 1.2459948e-02 2.8103620e-01 5.9483409e-01
 2.4623400e-02 7.6504576e-04]",45:51.7
Neutral,4,"[3.3008162e-02 4.4105778e-04 3.0573753e-03 1.6224320e-01 7.8539783e-01
 1.5124775e-02 7.2766864e-04]",45:51.8
Happy,3,"[0.10310274 0.00097673 0.01932094 0.60279477 0.22381678 0.04768292
 0.00230498]",45:51.9
Happy,3,"[0.02230906 0.00371021 0.03308792 0.50839376 0.35892668 0.07238591
 0.00118654]",45:51.9
Neutral,4,"[1.3999564e-02 4.9289857e-04 5.8786999e-03 3.9035544e-02 9.3361008e-01
 6.0906517e-03 8.9262874e-04]",45:52.0
Neutral,4,"[5.1527128e-02 2.0486323e-04 1.7400164e-02 7.7496655e-02 8.3635151e-01
 1.6473085e-02 5.4667349e-04]",45:52.1
Neutral,4,"[0.09479256 0.00597695 0.0165497  0.34686214 0.5030249  0.03200201
 0.00079179]",45:52.2
Neutral,4,"[0.18601102 0.07770345 0.17265002 0.13681495 0.23196827 0.19091456
 0.00393776]",45:52.3
Neutral,4,"[0.14095925 0.10367677 0.03917334 0.11733811 0.51146394 0.08133584
 0.00605275]",45:52.4
Neutral,4,"[0.11022764 0.0255548  0.05318103 0.10368218 0.5768115  0.12538442
 0.0051585 ]",45:52.5
Neutral,4,"[0.16869755 0.02893242 0.11264812 0.18739624 0.396795   0.09414756
 0.01138314]",45:52.5
Neutral,4,"[0.05989844 0.00656776 0.05403059 0.29061106 0.54636306 0.0374321
 0.00509692]",45:52.6
Neutral,4,"[0.02552753 0.00153979 0.00480869 0.08845871 0.8526167  0.02424929
 0.00279912]",45:52.7
Neutral,4,"[0.02857303 0.00140993 0.00760722 0.0207589  0.9226536  0.01678606
 0.00221118]",45:52.8
Neutral,4,"[1.89905614e-02 6.77307486e-04 4.28288756e-03 1.10127695e-01
 8.52265894e-01 1.27897561e-02 8.65780748e-04]",45:52.9
Neutral,4,"[1.0008193e-02 4.0985385e-04 2.0199942e-03 1.6780201e-02 9.6504152e-01
 5.0724302e-03 6.6785963e-04]",45:52.9
Neutral,4,"[4.0351000e-02 4.7459311e-04 9.3502188e-03 8.7116599e-02 8.4056646e-01
 2.1463607e-02 6.7751622e-04]",45:53.0
Neutral,4,"[0.14081848 0.01074237 0.02764555 0.06121007 0.6838407  0.07262146
 0.00312141]",45:53.1
Neutral,4,"[3.42041813e-02 4.17461124e-05 1.33164385e-02 8.75002593e-02
 8.26812088e-01 3.80578190e-02 6.75533811e-05]",45:53.2
Neutral,4,"[3.4519946e-03 3.5817901e-04 2.8267910e-03 7.5837545e-02 9.1122711e-01
 6.1886045e-03 1.0985292e-04]",45:53.5
Neutral,4,"[1.0680222e-02 4.8765480e-03 1.9969769e-02 2.8058133e-01 6.4216447e-01
 4.1318499e-02 4.0917977e-04]",45:53.6
Neutral,4,"[5.7670912e-03 1.7192912e-03 3.1596532e-03 1.9675337e-01 7.8070128e-01
 1.1769119e-02 1.3024604e-04]",45:53.6
Neutral,4,"[7.4254803e-04 5.7272811e-04 5.0805393e-04 4.0634185e-01 5.9056401e-01
 1.2676336e-03 3.1866025e-06]",45:53.7
Neutral,4,"[2.1366498e-02 3.0377149e-03 2.3613568e-02 1.7718746e-01 7.1753585e-01
 5.6946363e-02 3.1258826e-04]",45:53.8
Neutral,4,"[2.5155362e-02 2.3871076e-05 4.9074227e-03 4.1663434e-04 8.1661004e-01
 1.5286535e-01 2.1320224e-05]",45:54.1
Sad,5,"[0.1408174  0.01416527 0.13349696 0.06304435 0.2818971  0.36558473
 0.00099414]",45:54.1
Neutral,4,"[0.21962878 0.00155253 0.1871365  0.00482438 0.4423886  0.1414018
 0.00306734]",45:54.2
Neutral,4,"[0.353502   0.01394114 0.09168962 0.02359213 0.3606453  0.15593046
 0.00069932]",45:54.3
Neutral,4,"[0.2652482  0.00700706 0.081389   0.00605135 0.3945678  0.2448251
 0.00091156]",45:54.4
Neutral,4,"[0.13151164 0.00278458 0.07802139 0.01480964 0.48663154 0.27459046
 0.01165069]",45:54.5
Angry,0,"[0.34837627 0.00611379 0.10554536 0.02862349 0.22186434 0.28729895
 0.00217773]",45:54.7
Neutral,4,"[0.18276538 0.00070706 0.02620255 0.00976773 0.6817577  0.0964009
 0.00239865]",45:54.8
Neutral,4,"[0.11621673 0.00134642 0.08868252 0.02577913 0.5273994  0.23921043
 0.00136535]",45:54.9
Neutral,4,"[0.13558774 0.00102925 0.07384206 0.03911615 0.5276721  0.21987697
 0.00287564]",45:55.3
Neutral,4,"[5.83973937e-02 5.94028796e-04 3.26045379e-02 3.14704254e-02
 7.57837236e-01 1.18015446e-01 1.08094001e-03]",45:55.3
Neutral,4,"[0.13745053 0.00819645 0.05153368 0.06024708 0.5726579  0.16179633
 0.00811792]",45:55.4
Neutral,4,"[0.05736804 0.00802191 0.0157288  0.02844943 0.8178694  0.05975208
 0.01281031]",45:55.5
Neutral,4,"[3.2075059e-01 1.8223048e-03 7.0497647e-02 2.0100388e-03 4.4412971e-01
 1.6044323e-01 3.4656574e-04]",45:55.6
Neutral,4,"[0.30788356 0.00703246 0.0830548  0.06628893 0.3424569  0.18913496
 0.00414835]",45:55.7
Neutral,4,"[0.05109854 0.00245765 0.01233939 0.0660085  0.84288394 0.02423023
 0.00098169]",45:55.8
Neutral,4,"[0.04165059 0.00227944 0.02726218 0.03412611 0.81215644 0.08060579
 0.00191937]",45:55.9
Neutral,4,"[0.10365891 0.05712038 0.03452927 0.03626726 0.5976815  0.16676883
 0.00397377]",45:55.9
Neutral,4,"[0.10032421 0.04946897 0.02436754 0.13585375 0.54943645 0.13064434
 0.00990471]",45:56.0
Neutral,4,"[4.6971284e-02 3.4829546e-03 4.4062170e-03 1.4031950e-01 7.3785120e-01
 6.6748977e-02 2.1992165e-04]",45:56.1
Neutral,4,"[0.06937502 0.00643838 0.00668367 0.21724595 0.6569515  0.04119726
 0.00210826]",45:56.2
Neutral,4,"[0.02791736 0.00528692 0.00305137 0.22080208 0.72209215 0.019689
 0.00116116]",45:56.3
Neutral,4,"[0.04437213 0.00762204 0.0066736  0.08451443 0.79570955 0.05965648
 0.00145174]",45:56.4
Neutral,4,"[0.02896325 0.00226609 0.00332391 0.11301714 0.8065625  0.04486249
 0.00100453]",45:56.5
Neutral,4,"[4.4526052e-02 2.7314194e-03 7.3139598e-03 1.5949918e-02 8.9795071e-01
 3.1346630e-02 1.8118993e-04]",45:56.6
Neutral,4,"[0.02614644 0.01204861 0.02603094 0.02711926 0.85143745 0.05483292
 0.00238431]",46:00.2
Neutral,4,"[2.0963244e-01 5.0292269e-04 3.7403831e-03 1.0173579e-03 5.3246301e-01
 2.5262007e-01 2.3770264e-05]",46:00.4
Neutral,4,"[1.02566905e-01 1.60979875e-03 1.04039861e-03 9.15129145e-04
 7.00394690e-01 1.93468273e-01 4.85728060e-06]",46:00.5
Neutral,4,"[7.55282566e-02 2.26825941e-03 9.97109432e-03 9.97749157e-03
 8.01496863e-01 1.00566424e-01 1.91533734e-04]",46:00.6
Neutral,4,"[5.3407148e-02 4.1563946e-04 1.3205714e-02 1.3249259e-02 8.8208193e-01
 3.4726422e-02 2.9138448e-03]",46:00.7
Neutral,4,"[2.7174093e-02 7.4248132e-04 9.3784174e-03 4.0406529e-02 8.6503029e-01
 5.6844484e-02 4.2374682e-04]",46:00.8
Neutral,4,"[4.6615382e-03 6.7348647e-06 1.5405442e-03 4.5013917e-03 9.4028586e-01
 4.8963577e-02 4.0348499e-05]",46:01.2
Neutral,4,"[3.5897775e-03 1.2025871e-05 6.2887301e-04 3.1069717e-01 6.5855730e-01
 2.6509048e-02 5.8184655e-06]",46:01.5
Neutral,4,"[4.9797613e-03 8.8969108e-07 2.4015422e-03 3.3999530e-03 9.4402891e-01
 4.5164187e-02 2.4728672e-05]",46:01.6
Neutral,4,"[2.2310517e-03 6.0270946e-07 3.4648986e-04 6.2569068e-03 9.3070984e-01
 6.0454879e-02 1.8830576e-07]",46:01.9
Neutral,4,"[4.7856169e-03 8.6704509e-05 8.0883532e-04 9.2652505e-03 9.3715346e-01
 4.7878604e-02 2.1406071e-05]",46:02.0
Neutral,4,"[4.5224349e-03 1.1976027e-06 9.1915519e-04 2.3994900e-02 7.7995306e-01
 1.9060910e-01 2.1177341e-07]",46:02.0
Neutral,4,"[2.9923915e-04 8.2439533e-07 9.0693752e-04 3.8281286e-01 6.1588466e-01
 9.5451403e-05 3.0691613e-08]",46:04.9
Happy,3,"[5.6037209e-03 1.3290596e-05 7.1934639e-03 6.7694288e-01 3.0949250e-01
 7.5333164e-04 8.4560082e-07]",46:05.0
Neutral,4,"[3.3201989e-02 1.9012750e-04 1.4327748e-02 4.6545699e-01 4.7886157e-01
 7.9388004e-03 2.2832495e-05]",46:05.1
Neutral,4,"[4.1042175e-03 3.4284099e-07 1.1128701e-03 2.7116615e-01 7.2326356e-01
 3.5178557e-04 1.1586366e-06]",46:05.3
Neutral,4,"[2.1822967e-02 7.9534999e-05 1.5887281e-02 1.3561438e-01 8.1755787e-01
 9.0325419e-03 5.4128172e-06]",46:05.7
Neutral,4,"[1.0793561e-03 2.3936167e-07 2.3038296e-03 8.1681170e-02 9.0358901e-01
 1.1346165e-02 1.6949426e-07]",46:05.8
Neutral,4,"[7.7035972e-03 8.4401307e-07 5.6696311e-03 2.9911181e-02 9.5504338e-01
 1.6707851e-03 6.4268187e-07]",46:06.1
Neutral,4,"[2.69907173e-02 1.67171565e-05 3.18227685e-03 1.02681495e-01
 8.61917377e-01 5.21047413e-03 1.02545721e-06]",46:06.7
Neutral,4,"[1.1690966e-02 4.0878313e-05 2.8709692e-03 6.8952583e-02 8.9625823e-01
 2.0186407e-02 3.1681651e-09]",46:06.9
Neutral,4,"[3.7111372e-03 6.1118010e-07 1.1558350e-03 1.9629960e-01 7.9336834e-01
 5.4644872e-03 1.6690975e-09]",46:07.0
Neutral,4,"[6.1504669e-03 1.2496229e-05 1.1039732e-03 2.8500114e-02 9.6225876e-01
 1.9724814e-03 1.7526011e-06]",46:07.1
Neutral,4,"[1.5900332e-02 3.4324443e-05 5.0786790e-03 3.9487413e-01 5.8175421e-01
 2.3566405e-03 1.6063741e-06]",46:07.2
Neutral,4,"[3.4326250e-03 4.3835494e-06 4.1148448e-03 1.5650567e-01 8.3288395e-01
 3.0548384e-03 3.6504118e-06]",46:07.4
Neutral,4,"[1.0118731e-02 4.6284840e-06 5.1622065e-03 3.7197303e-02 9.3878537e-01
 8.7270401e-03 4.7501580e-06]",46:08.4
Happy,3,"[1.1666096e-02 3.3093867e-04 8.6055472e-03 7.3845893e-01 2.1124376e-01
 2.9436372e-02 2.5834903e-04]",46:10.7
Happy,3,"[8.9966198e-03 1.6000045e-04 2.1792572e-02 8.5321373e-01 9.6413471e-02
 1.9052610e-02 3.7094709e-04]",46:10.8
Happy,3,"[6.7503802e-03 2.0013420e-05 2.1404976e-03 7.9669911e-01 1.9093524e-01
 3.3304906e-03 1.2430747e-04]",46:11.0
