labels,classes,predictions,time
Angry,0,"[9.9863774e-01 1.5508322e-08 8.2401399e-05 3.1334066e-04 4.5448367e-04
 4.6163413e-04 5.0381150e-05]",2021-07-12 22:41:11.595175
Angry,0,"[9.9414933e-01 2.4735596e-07 2.4183770e-03 1.1914305e-04 1.8773754e-03
 1.3126894e-03 1.2296304e-04]",2021-07-12 22:41:11.706177
Angry,0,"[9.6363449e-01 3.2071635e-05 2.8198201e-02 2.4578781e-05 5.4271729e-04
 7.5619118e-03 6.0559878e-06]",2021-07-12 22:41:11.818692
Angry,0,"[8.1112033e-01 1.8849976e-04 1.8116125e-01 7.5853122e-06 8.5481745e-04
 6.6538216e-03 1.3743743e-05]",2021-07-12 22:41:11.936701
Angry,0,"[8.1112033e-01 1.8849976e-04 1.8116125e-01 7.5853122e-06 8.5481745e-04
 6.6538216e-03 1.3743743e-05]",2021-07-12 22:41:12.054711
Angry,0,"[7.1532047e-01 3.2664958e-04 2.8237575e-01 1.7819092e-06 6.4232788e-04
 1.2658123e-03 6.7196910e-05]",2021-07-12 22:41:12.173723
Angry,0,"[9.8572797e-01 6.7937035e-06 1.0222230e-02 3.5341483e-05 5.8390608e-04
 3.4096087e-03 1.4086872e-05]",2021-07-12 22:41:12.278734
Neutral,4,"[4.1082892e-01 1.1656715e-08 3.1972822e-02 1.5240845e-03 4.8892719e-01
 6.6332497e-02 4.1451733e-04]",2021-07-12 22:41:12.383744
Angry,0,"[8.5262036e-01 3.2014359e-05 1.4095148e-01 1.4846106e-05 2.5795922e-03
 3.7052070e-03 9.6427299e-05]",2021-07-12 22:41:12.490756
Angry,0,"[9.9552155e-01 4.1803256e-07 1.9919337e-03 9.4260722e-05 8.9004537e-04
 1.4551807e-03 4.6548837e-05]",2021-07-12 22:41:12.607764
Angry,0,"[9.9552155e-01 4.1803256e-07 1.9919337e-03 9.4260722e-05 8.9004537e-04
 1.4551807e-03 4.6548837e-05]",2021-07-12 22:41:12.712778
Angry,0,"[9.8240340e-01 3.8394733e-06 1.3362654e-02 4.3164961e-05 1.2708219e-03
 2.8744661e-03 4.1593048e-05]",2021-07-12 22:41:12.818779
Neutral,4,"[1.74297008e-03 1.29561275e-11 4.56948951e-03 5.29237841e-05
 9.80265558e-01 1.33413142e-02 2.76570936e-05]",2021-07-12 22:41:12.928789
Neutral,4,"[1.1466656e-01 3.3232968e-11 2.5979007e-02 9.0358309e-02 7.4174690e-01
 2.4324289e-02 2.9248283e-03]",2021-07-12 22:41:13.045802
Angry,0,"[7.31675863e-01 1.03048867e-08 1.52517427e-02 2.98120659e-02
 1.23873025e-01 6.59731741e-04 9.87275541e-02]",2021-07-12 22:41:13.161814
Surprised,6,"[2.9292244e-03 3.6909073e-10 7.4418876e-03 2.0376628e-03 1.3956634e-02
 1.0811902e-06 9.7363347e-01]",2021-07-12 22:41:13.263825
Angry,0,"[8.5545701e-01 1.3547884e-07 4.9349447e-03 3.9197025e-03 5.5945374e-02
 1.1455294e-04 7.9628311e-02]",2021-07-12 22:41:13.404838
Angry,0,"[8.5545701e-01 1.3547884e-07 4.9349447e-03 3.9197025e-03 5.5945374e-02
 1.1455294e-04 7.9628311e-02]",2021-07-12 22:41:13.512848
Surprised,6,"[1.0570532e-08 1.3067517e-15 2.0320951e-05 1.1509259e-05 1.8721009e-06
 8.9553484e-13 9.9996626e-01]",2021-07-12 22:41:13.627869
Angry,0,"[4.70310569e-01 1.17692494e-07 1.15652801e-02 5.95548237e-03
 1.09613992e-01 5.46282463e-05 4.02499944e-01]",2021-07-12 22:41:13.731868
Angry,0,"[9.8319167e-01 7.9877914e-08 1.5375054e-03 5.0975865e-04 1.3054340e-02
 6.6069356e-04 1.0459265e-03]",2021-07-12 22:41:13.836877
Angry,0,"[8.8286781e-01 1.5165442e-07 3.5489649e-03 3.2355092e-03 4.8965733e-02
 9.7298820e-05 6.1284687e-02]",2021-07-12 22:41:13.950922
Angry,0,"[9.7764230e-01 7.5246383e-08 7.3828932e-04 1.4106137e-03 1.4493966e-02
 1.4157672e-04 5.5730757e-03]",2021-07-12 22:41:14.077925
Angry,0,"[9.7764230e-01 7.5246383e-08 7.3828932e-04 1.4106137e-03 1.4493966e-02
 1.4157672e-04 5.5730757e-03]",2021-07-12 22:41:14.200932
Angry,0,"[9.8997402e-01 6.2346693e-08 6.1426306e-04 5.7819806e-04 7.5278636e-03
 3.3984447e-04 9.6570904e-04]",2021-07-12 22:41:14.313943
Surprised,6,"[7.0663681e-03 7.2681949e-09 1.1970659e-03 7.7768008e-04 7.0745810e-03
 1.1951003e-07 9.8388416e-01]",2021-07-12 22:41:14.433950
Surprised,6,"[3.2703313e-09 1.0915875e-14 9.3180580e-07 9.2876098e-07 6.9874540e-07
 4.7231514e-15 9.9999750e-01]",2021-07-12 22:41:14.553967
Surprised,6,"[1.2066256e-12 5.8718996e-18 1.0300089e-08 2.7734915e-08 1.5287743e-09
 2.5568398e-19 1.0000000e+00]",2021-07-12 22:41:14.664978
Surprised,6,"[2.2918876e-09 3.2633770e-15 1.5921180e-06 1.3422931e-06 5.3435724e-07
 8.9055994e-15 9.9999654e-01]",2021-07-12 22:41:14.779984
Surprised,6,"[3.0187186e-09 1.1855629e-14 7.0011828e-07 8.2037724e-07 6.8793486e-07
 3.2745415e-15 9.9999774e-01]",2021-07-12 22:41:14.897815
Surprised,6,"[1.7841015e-09 2.5556778e-15 1.0489958e-06 1.2296081e-06 4.8343696e-07
 5.3719325e-15 9.9999726e-01]",2021-07-12 22:41:15.002822
Surprised,6,"[1.7841015e-09 2.5556778e-15 1.0489958e-06 1.2296081e-06 4.8343696e-07
 5.3719325e-15 9.9999726e-01]",2021-07-12 22:41:15.112834
Surprised,6,"[1.6778641e-09 2.1123184e-13 7.2034013e-08 8.0624275e-08 3.4404363e-07
 4.9943978e-17 9.9999952e-01]",2021-07-12 22:41:15.223846
Surprised,6,"[3.7049904e-04 3.5600698e-09 4.3266098e-04 6.3380678e-05 3.9627720e-03
 2.4188038e-09 9.9517065e-01]",2021-07-12 22:41:15.325863
Surprised,6,"[9.3502393e-05 4.7645981e-11 1.2456991e-03 1.9541412e-04 2.0062667e-03
 1.0373396e-08 9.9645907e-01]",2021-07-12 22:41:15.429407
Surprised,6,"[1.3060585e-02 4.9682534e-09 9.0135997e-03 1.7997859e-03 3.4822371e-02
 2.1092828e-06 9.4130152e-01]",2021-07-12 22:41:15.825543
Surprised,6,"[8.7554149e-02 2.9571679e-06 2.4781858e-03 2.3972784e-04 2.0303607e-01
 3.6339651e-07 7.0668858e-01]",2021-07-12 22:41:15.927551
Sad,5,"[1.2679984e-01 4.0822474e-07 5.2660085e-02 2.6517286e-04 2.1316417e-02
 7.9895753e-01 5.5315564e-07]",2021-07-12 22:41:16.034557
Angry,0,"[9.9780124e-01 1.3286296e-04 1.8925072e-03 1.1071057e-06 3.0998037e-06
 1.6768227e-04 1.5967199e-06]",2021-07-12 22:41:16.146557
Angry,0,"[9.8399585e-01 5.9328445e-06 8.6764479e-03 5.5886911e-05 6.1101239e-04
 6.6480143e-03 6.7769038e-06]",2021-07-12 22:41:16.271564
Angry,0,"[9.9522948e-01 2.3717964e-03 2.3234363e-03 1.4132931e-07 2.5864617e-07
 7.4589014e-05 3.1408013e-07]",2021-07-12 22:41:16.380572
Angry,0,"[9.9674314e-01 9.4460316e-05 2.6085100e-03 2.7669225e-06 7.7414434e-06
 5.4242054e-04 1.0827677e-06]",2021-07-12 22:41:16.476306
Angry,0,"[9.9082607e-01 1.9910249e-05 5.4850192e-03 1.9169680e-05 1.1087691e-04
 3.5366390e-03 2.2894919e-06]",2021-07-12 22:41:17.001174
Angry,0,"[9.9082607e-01 1.9910249e-05 5.4850192e-03 1.9169680e-05 1.1087691e-04
 3.5366390e-03 2.2894919e-06]",2021-07-12 22:41:17.113182
Angry,0,"[9.9587679e-01 1.4534447e-07 1.2340653e-03 1.5240349e-04 1.3534386e-03
 1.3077843e-03 7.5369549e-05]",2021-07-12 22:41:17.218190
Angry,0,"[9.9817455e-01 1.6244634e-05 1.3995499e-03 5.6441163e-06 1.6885368e-05
 3.8368790e-04 3.3953579e-06]",2021-07-12 22:41:17.325196
Angry,0,"[9.61002290e-01 1.01018246e-04 1.55163649e-02 2.19083595e-05
 1.28478743e-04 2.32295897e-02 3.78711860e-07]",2021-07-12 22:41:17.429205
Angry,0,"[8.6418140e-01 1.3686615e-05 3.1710986e-02 1.2462583e-04 2.2556281e-03
 1.0171233e-01 1.3865159e-06]",2021-07-12 22:41:17.541212
Angry,0,"[9.9699354e-01 1.0615429e-06 1.5183166e-03 4.8896240e-05 2.6736353e-04
 1.1540086e-03 1.6721093e-05]",2021-07-12 22:41:17.677132
Angry,0,"[9.9699354e-01 1.0615429e-06 1.5183166e-03 4.8896240e-05 2.6736353e-04
 1.1540086e-03 1.6721093e-05]",2021-07-12 22:41:17.782133
Angry,0,"[9.9387360e-01 1.6323344e-08 3.1165496e-04 6.0621614e-04 4.2376323e-03
 7.3167856e-04 2.3918693e-04]",2021-07-12 22:41:17.896142
Sad,5,"[1.1596641e-02 4.0506070e-09 4.4712890e-03 9.8700912e-05 4.4286709e-02
 9.3954653e-01 6.0654294e-08]",2021-07-12 22:41:17.999148
Neutral,4,"[9.9583958e-06 4.9167029e-13 2.4374478e-05 2.5407374e-07 9.9994373e-01
 1.6573624e-05 5.1553325e-06]",2021-07-12 22:41:18.110164
Angry,0,"[9.2394608e-01 2.3319097e-07 3.5539058e-03 7.9750974e-04 6.4966786e-03
 6.5200038e-02 5.5923952e-06]",2021-07-12 22:41:18.221177
