epoch,accuracy,loss,lr,val_accuracy,val_loss
9,0.4454789459705353,0.4394235908985138,0.01,0.5407366156578064,0.37403401732444763
10,0.4621473550796509,0.42877650260925293,0.01,0.5142298936843872,0.3912501931190491
11,0.47177180647850037,0.41817206144332886,0.01,0.5440848469734192,0.3610364496707916
12,0.47996652126312256,0.4116937816143036,0.01,0.5033482313156128,0.39169564843177795
13,0.48938173055648804,0.4042028784751892,0.01,0.5265067219734192,0.375422865152359
14,0.49820414185523987,0.39780500531196594,0.01,0.5474330186843872,0.3605799973011017
15,0.5034348368644714,0.39257651567459106,0.01,0.5606864094734192,0.34724193811416626
16,0.510966956615448,0.38931116461753845,0.01,0.5560826063156128,0.35270407795906067
17,0.5126407742500305,0.38648849725723267,0.01,0.5844029188156128,0.3319653868675232
18,0.516895055770874,0.3818719983100891,0.01,0.5565010905265808,0.35349327325820923
19,0.5226836800575256,0.37800395488739014,0.01,0.5844029188156128,0.3310135304927826
20,0.5271123051643372,0.37451645731925964,0.01,0.5523158311843872,0.3663329482078552
21,0.5325522422790527,0.37210163474082947,0.01,0.5832868218421936,0.3294712007045746
22,0.5345747470855713,0.36977827548980713,0.01,0.5763114094734192,0.3434954285621643
23,0.5398751497268677,0.36511972546577454,0.01,0.5753348469734192,0.33610743284225464
24,0.5423858761787415,0.3646278977394104,0.01,0.5852399468421936,0.3301199972629547
25,0.5478955507278442,0.36111536622047424,0.01,0.5966796875,0.31921496987342834
26,0.5491160154342651,0.35813140869140625,0.01,0.5962611436843872,0.3288492262363434
27,0.5527774691581726,0.35735926032066345,0.01,0.5772879719734192,0.3404706120491028
28,0.5511036515235901,0.3567492365837097,0.01,0.5913783311843872,0.3312099874019623
29,0.5595424771308899,0.3540355861186981,0.01,0.59375,0.3259173333644867
30,0.5597866177558899,0.3508799374103546,0.01,0.5941685438156128,0.32490023970603943
31,0.5603445172309875,0.3487755060195923,0.01,0.5983538031578064,0.322070837020874
32,0.5633434653282166,0.349954217672348,0.01,0.5973772406578064,0.32376840710639954
33,0.5650172829627991,0.3472764492034912,0.01,0.6224888563156128,0.3067779242992401
34,0.5724447965621948,0.3435894250869751,0.01,0.6148158311843872,0.3088856339454651
35,0.5682951211929321,0.3453773260116577,0.01,0.6053292155265808,0.31991854310035706
36,0.5732468366622925,0.3417465388774872,0.01,0.6276506781578064,0.3025633692741394
37,0.5740140080451965,0.34120336174964905,0.01,0.6141182780265808,0.31360432505607605
38,0.5770478248596191,0.33929499983787537,0.01,0.6136997938156128,0.3145107924938202
39,0.5791749358177185,0.3387647569179535,0.01,0.6088169813156128,0.3159598708152771
40,0.5785821676254272,0.3372381627559662,0.01,0.6049107313156128,0.3210168778896332
41,0.5781985521316528,0.3370536267757416,0.01,0.6162109375,0.31040897965431213
42,0.5827666521072388,0.33595985174179077,0.01,0.6128627061843872,0.3104555606842041
43,0.5839871764183044,0.33401167392730713,0.01,0.630859375,0.2996959984302521
44,0.5852773785591125,0.33238497376441956,0.01,0.5913783311843872,0.32850411534309387
45,0.5877532362937927,0.3312915563583374,0.01,0.6340680718421936,0.30129000544548035
46,0.5886947512626648,0.33053314685821533,0.01,0.6216517686843872,0.30410218238830566
47,0.5906127095222473,0.32974565029144287,0.01,0.6247209906578064,0.30477175116539
48,0.5929141640663147,0.32716163992881775,0.01,0.6213727593421936,0.3047851026058197
49,0.5958433747291565,0.32704928517341614,0.01,0.6220703125,0.3034360706806183
50,0.5930187702178955,0.32745665311813354,0.01,0.640625,0.290834903717041
51,0.5961571931838989,0.32487592101097107,0.01,0.6300223469734192,0.3020007610321045
52,0.6016319990158081,0.3228117823600769,0.01,0.6296038031578064,0.2975744605064392
53,0.5945879817008972,0.3247782588005066,0.01,0.6248604655265808,0.3057481646537781
54,0.6025735139846802,0.32164692878723145,0.01,0.6335100531578064,0.29946884512901306
55,0.5997489094734192,0.3212629556655884,0.01,0.6280692219734192,0.30771613121032715
56,0.6019109487533569,0.3194829821586609,0.01,0.6268135905265808,0.304994136095047
57,0.6070021390914917,0.3174906373023987,0.01,0.6424385905265808,0.2904728353023529
58,0.6018063426017761,0.32007643580436707,0.01,0.6298828125,0.30313563346862793
59,0.6069672703742981,0.31726449728012085,0.01,0.6371372938156128,0.29028433561325073
60,0.6031662821769714,0.3174751102924347,0.01,0.62890625,0.2977515757083893
61,0.6086759567260742,0.31681808829307556,0.01,0.6385323405265808,0.29228630661964417
62,0.6062349677085876,0.31556236743927,0.01,0.6467633843421936,0.28913384675979614
63,0.6085016131401062,0.3155425190925598,0.01,0.6371372938156128,0.29444941878318787
64,0.6109076738357544,0.31118741631507874,0.01,0.6369977593421936,0.2955583930015564
65,0.6123374104499817,0.3144463896751404,0.01,0.6399274468421936,0.2930327355861664
66,0.6161383390426636,0.3111194372177124,0.01,0.6323939561843872,0.2998778820037842
67,0.6174634695053101,0.31009671092033386,0.01,0.6378348469734192,0.2938918471336365
68,0.6176726818084717,0.3090914189815521,0.01,0.6480189561843872,0.29371118545532227
69,0.6148830056190491,0.3095227777957916,0.01,0.6460658311843872,0.29103636741638184
70,0.6149527430534363,0.30918088555336,0.01,0.6349051594734192,0.3009073734283447
71,0.6157896518707275,0.3083840012550354,0.01,0.6402064561843872,0.2943519055843353
72,0.6202531456947327,0.30727097392082214,0.01,0.6374163031578064,0.29660269618034363
73,0.6178470253944397,0.30723467469215393,0.01,0.6487165093421936,0.2944714426994324
74,0.6196603775024414,0.30768972635269165,0.01,0.6531807780265808,0.2862636148929596
75,0.62168288230896,0.30524083971977234,0.01,0.6456473469734192,0.2896977365016937
76,0.6232172250747681,0.30336371064186096,0.01,0.6457868218421936,0.2918522357940674
77,0.6232520937919617,0.3038792014122009,0.01,0.6540178656578064,0.28567129373550415
78,0.6223803162574768,0.3047492504119873,0.01,0.6600167155265808,0.2785775065422058
79,0.6243679523468018,0.3027871549129486,0.01,0.6502510905265808,0.28354009985923767
80,0.6222408413887024,0.3028077185153961,0.01,0.6455078125,0.2903617024421692
81,0.6285524964332581,0.2999863922595978,0.01,0.6456473469734192,0.29395705461502075
82,0.630365788936615,0.29946616291999817,0.01,0.6558314561843872,0.281564325094223
83,0.6289709806442261,0.29964956641197205,0.01,0.6533203125,0.28575411438941956
84,0.6288314461708069,0.3003118634223938,0.01,0.6600167155265808,0.2808596193790436
85,0.6328067779541016,0.29849961400032043,0.01,0.6496930718421936,0.28808924555778503
86,0.6289709806442261,0.298581063747406,0.01,0.6395089030265808,0.2959110736846924
87,0.6315863132476807,0.29671743512153625,0.01,0.6545758843421936,0.2867731750011444
88,0.6349688172340393,0.29598748683929443,0.01,0.6420201063156128,0.2922601103782654
89,0.6357359290122986,0.2963320016860962,0.01,0.6555524468421936,0.2895764708518982
90,0.6352826356887817,0.29561156034469604,0.01,0.6544364094734192,0.2933213710784912
91,0.6347944140434265,0.2956978380680084,0.01,0.6496930718421936,0.28773942589759827
92,0.6361892819404602,0.294843852519989,0.01,0.6614118218421936,0.2797016501426697
93,0.6348292827606201,0.29523766040802,0.01,0.6559709906578064,0.2812359631061554
94,0.6370610594749451,0.29317206144332886,0.01,0.6570870280265808,0.2855831980705261
95,0.6389789581298828,0.2940622568130493,0.01,0.6535993218421936,0.2832779586315155
96,0.6363984942436218,0.2934545576572418,0.01,0.6513671875,0.28723660111427307
97,0.6371307969093323,0.29420164227485657,0.01,0.6636439561843872,0.28000158071517944
98,0.6388394832611084,0.29165560007095337,0.01,0.6489955186843872,0.28609707951545715
99,0.6430937647819519,0.2907772362232208,0.01,0.6547154188156128,0.28864139318466187
0,0.4724709689617157,0.600389838218689,0.01,0.4984039068222046,0.565513014793396
1,0.5063472986221313,0.5117539167404175,0.01,0.5077285170555115,0.49955785274505615
2,0.5291833281517029,0.4548637568950653,0.01,0.5954301357269287,0.4110431969165802
3,0.5491782426834106,0.4125215411186218,0.01,0.5967742204666138,0.3684554994106293
0,0.4692703187465668,0.5941957831382751,0.01,0.5207493305206299,0.5440444350242615
1,0.5057719349861145,0.508484959602356,0.01,0.5186492204666138,0.49036306142807007
2,0.5242205262184143,0.4521926939487457,0.01,0.5611559152603149,0.4263436198234558
3,0.5400798320770264,0.41078808903694153,0.01,0.5848454236984253,0.37433549761772156
4,0.5555076003074646,0.3798050880432129,0.01,0.5993783473968506,0.35296139121055603
5,0.5788111090660095,0.3529764711856842,0.01,0.6162634491920471,0.3332715630531311
6,0.5916855335235596,0.333880752325058,0.01,0.6407930254936218,0.31018126010894775
7,0.604595959186554,0.3193953335285187,0.01,0.6591901779174805,0.28509828448295593
8,0.6278994679450989,0.3023318648338318,0.01,0.6739751100540161,0.2823491394519806
9,0.650160014629364,0.28606799244880676,0.01,0.7580645084381104,0.22673828899860382
10,0.6736792922019958,0.26947030425071716,0.01,0.7660450339317322,0.22635461390018463
11,0.6933146119117737,0.2560977637767792,0.01,0.7404233813285828,0.24911122024059296
12,0.7049663662910461,0.2443656325340271,0.01,0.7702453136444092,0.20350953936576843
13,0.7223361134529114,0.2335834801197052,0.01,0.7201780676841736,0.25418469309806824
14,0.7320818305015564,0.2251165509223938,0.01,0.8026713728904724,0.19046874344348907
15,0.7448484301567078,0.21599793434143066,0.01,0.8420698642730713,0.15780214965343475
16,0.7514294981956482,0.2108185887336731,0.01,0.8268648982048035,0.1666616052389145
17,0.7563923001289368,0.20682236552238464,0.01,0.8445900678634644,0.1602659374475479
18,0.761319100856781,0.20197036862373352,0.01,0.7516801357269287,0.2728714942932129
19,0.7685115337371826,0.19689826667308807,0.01,0.7999832034111023,0.19284693896770477
20,0.7738339304924011,0.19305285811424255,0.01,0.8558467626571655,0.14903797209262848
21,0.7823569774627686,0.18690218031406403,0.01,0.8492103219032288,0.14393910765647888
22,0.7883626222610474,0.1826137751340866,0.01,0.8469421863555908,0.14874541759490967
23,0.7892616987228394,0.1824241727590561,0.01,0.8604670763015747,0.14384178817272186
24,0.7906641960144043,0.17912065982818604,0.01,0.8033434152603149,0.20032837986946106
25,0.797353208065033,0.17617307603359222,0.01,0.8260248899459839,0.1797173172235489
26,0.8004459142684937,0.17219196259975433,0.01,0.8632392287254333,0.13411961495876312
27,0.8060200810432434,0.16858598589897156,0.01,0.8474462628364563,0.15601305663585663
28,0.8076383471488953,0.16502682864665985,0.01,0.8794522881507874,0.12179441004991531
29,0.8106951713562012,0.16393299400806427,0.01,0.8651713728904724,0.13510151207447052
30,0.8155860304832458,0.15968148410320282,0.01,0.8808803558349609,0.1217479407787323
31,0.81634122133255,0.15877972543239594,0.01,0.8393816947937012,0.16512267291545868
32,0.8190383911132812,0.15593113005161285,0.01,0.9027217626571655,0.09667541086673737
33,0.8238213658332825,0.15290996432304382,0.01,0.8573588728904724,0.14715828001499176
34,0.8257632851600647,0.15065886080265045,0.01,0.8446740508079529,0.15279966592788696
35,0.8275254368782043,0.14959174394607544,0.01,0.8414818644523621,0.1643606424331665
36,0.8314453363418579,0.1480802297592163,0.01,0.8646673560142517,0.1365678906440735
37,0.8320567011833191,0.14675107598304749,0.01,0.8383736610412598,0.16193079948425293
38,0.8349696397781372,0.14541076123714447,0.01,0.9047378897666931,0.09856349974870682
39,0.8366238474845886,0.14286130666732788,0.01,0.8680275678634644,0.13503262400627136
40,0.8406875729560852,0.13960875570774078,0.01,0.8739919066429138,0.12521590292453766
41,0.8386377692222595,0.1411093920469284,0.01,0.8504704236984253,0.14435619115829468
42,0.8420541882514954,0.13829921185970306,0.01,0.8350974321365356,0.18363408744335175
43,0.8446074724197388,0.1359470784664154,0.01,0.883568525314331,0.12062153965234756
44,0.843276858329773,0.13730470836162567,0.01,0.8765121102333069,0.1280057281255722
45,0.845003068447113,0.13419799506664276,0.01,0.8392137289047241,0.16513632237911224
46,0.8451109528541565,0.1343526989221573,0.01,0.8678595423698425,0.12743708491325378
47,0.8512244820594788,0.13083186745643616,0.01,0.8928091526031494,0.11284440755844116
48,0.8512964248657227,0.1313391625881195,0.01,0.8450940847396851,0.17703655362129211
49,0.8515121936798096,0.13064204156398773,0.01,0.8846606016159058,0.11500611156225204
50,0.8522674441337585,0.12734274566173553,0.01,0.8922210931777954,0.11055301129817963
51,0.854604959487915,0.1275673806667328,0.01,0.9067540168762207,0.09345605224370956
52,0.853705883026123,0.12676987051963806,0.01,0.8857526779174805,0.11556173115968704
53,0.8566188216209412,0.12530837953090668,0.01,0.9194388389587402,0.08218232542276382
54,0.8558276891708374,0.12418941408395767,0.01,0.8580309152603149,0.1546909511089325
55,0.8579134941101074,0.12314935028553009,0.01,0.9101142287254333,0.09430745989084244
56,0.8568705916404724,0.1240231990814209,0.01,0.8602990508079529,0.1435571312904358
57,0.8584888577461243,0.12247123569250107,0.01,0.9018816947937012,0.09881401807069778
58,0.8638831973075867,0.1198541596531868,0.01,0.8636592626571655,0.1510678380727768
59,0.8634876012802124,0.11994490772485733,0.01,0.8581989407539368,0.16897860169410706
60,0.8643147349357605,0.11853209882974625,0.01,0.8613911271095276,0.15301822125911713
61,0.8641349077224731,0.11824166029691696,0.01,0.9222950339317322,0.0805048868060112
62,0.8647462725639343,0.11696911603212357,0.01,0.8710517287254333,0.13072426617145538
63,0.868450403213501,0.11455529183149338,0.01,0.8777721524238586,0.13044816255569458
64,0.8655014634132385,0.11567603796720505,0.01,0.8916330933570862,0.1180448830127716
65,0.8662207126617432,0.11595507711172104,0.01,0.9035618305206299,0.09838148206472397
66,0.8713992834091187,0.112877257168293,0.01,0.8658434152603149,0.1476462334394455
67,0.8688819408416748,0.11164476722478867,0.01,0.8912970423698425,0.11876316368579865
68,0.8697450160980225,0.11338377743959427,0.01,0.8793683052062988,0.1284862905740738
69,0.871722936630249,0.1113726794719696,0.01,0.8858367204666138,0.11313890665769577
70,0.8739166259765625,0.11144987493753433,0.01,0.9112063050270081,0.09432680159807205
71,0.8730176091194153,0.11096376925706863,0.01,0.8468582034111023,0.17586933076381683
72,0.8758945465087891,0.1092107743024826,0.01,0.914650559425354,0.08698338270187378
73,0.8723702430725098,0.10966775566339493,0.01,0.9147345423698425,0.08627638965845108
74,0.8762901425361633,0.10771944373846054,0.01,0.9191028475761414,0.08173613995313644
75,0.875750720500946,0.1094290167093277,0.01,0.9185147881507874,0.08588237315416336
76,0.8762901425361633,0.10750691592693329,0.01,0.8949092626571655,0.10568585991859436
77,0.878951370716095,0.10643209517002106,0.01,0.9154065847396851,0.08980033546686172
78,0.879095196723938,0.10613679885864258,0.01,0.8076276779174805,0.21578119695186615
79,0.8773330450057983,0.10622449964284897,0.01,0.8966733813285828,0.09966543316841125
80,0.8810731172561646,0.10459045320749283,0.01,0.8684476017951965,0.13384711742401123
81,0.8808573484420776,0.1036868467926979,0.01,0.9086021780967712,0.10160239785909653
82,0.8812169432640076,0.10442465543746948,0.01,0.8994455933570862,0.10551019757986069
83,0.8821160197257996,0.10378985106945038,0.01,0.9219589829444885,0.08495640009641647
84,0.880138099193573,0.10272150486707687,0.01,0.8815523982048035,0.12287486344575882
85,0.884309709072113,0.10058679431676865,0.01,0.9082661271095276,0.09403762966394424
86,0.8800302147865295,0.10332580655813217,0.01,0.9102822542190552,0.08766179531812668
87,0.8851009011268616,0.09987026453018188,0.01,0.9126344323158264,0.08674658834934235
88,0.8844895362854004,0.09961210191249847,0.01,0.9095262289047241,0.0878005176782608
89,0.8876901268959045,0.09844306111335754,0.01,0.9185987710952759,0.08316504210233688
90,0.8840579986572266,0.10104352235794067,0.01,0.9395161271095276,0.06418020278215408
91,0.8867191672325134,0.09856368601322174,0.01,0.9016296863555908,0.10589910298585892
92,0.8860359191894531,0.09935407340526581,0.01,0.8582829236984253,0.1535656899213791
93,0.8859279751777649,0.09850142896175385,0.01,0.9012936949729919,0.10378789156675339
94,0.8881936073303223,0.09775620698928833,0.01,0.8638272881507874,0.1382884830236435
95,0.8870788216590881,0.09793270379304886,0.01,0.9238911271095276,0.07820542901754379
96,0.8908548355102539,0.09662460535764694,0.01,0.8887768983840942,0.12203487008810043
97,0.8924731016159058,0.09420516341924667,0.01,0.8998655676841736,0.10123215615749359
98,0.8909627199172974,0.09607308357954025,0.01,0.8735719323158264,0.13035903871059418
99,0.8901355862617493,0.09689109772443771,0.01,0.9285114407539368,0.07579591870307922
