epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.45585644245147705,0.5297603011131287,0.01,0.49605175852775574,0.4915775656700134
1,0.4762110114097595,0.4770682752132416,0.01,0.5061323642730713,0.44934746623039246
2,0.48405078053474426,0.44408056139945984,0.01,0.5030242204666138,0.423513263463974
3,0.48674795031547546,0.42239630222320557,0.01,0.4989919364452362,0.40984418988227844
4,0.4912072420120239,0.4052377939224243,0.01,0.5011760592460632,0.40074047446250916
5,0.49149495363235474,0.39450547099113464,0.01,0.5103326439857483,0.38827788829803467
6,0.49455171823501587,0.3844044804573059,0.01,0.5041162371635437,0.3802773654460907
7,0.49786025285720825,0.3774491250514984,0.01,0.5078964829444885,0.3831157088279724
8,0.5035422444343567,0.372909277677536,0.01,0.4525369703769684,0.38782432675361633
9,0.5013485550880432,0.36965540051460266,0.01,0.5120967626571655,0.3753450810909271
10,0.5055561661720276,0.36611106991767883,0.01,0.5266296863555908,0.37093275785446167
11,0.5062754154205322,0.364369660615921,0.01,0.47841063141822815,0.3815111517906189
12,0.5096198916435242,0.36201491951942444,0.01,0.5290658473968506,0.3626035451889038
13,0.5072463750839233,0.35988596081733704,0.01,0.5399865508079529,0.35251936316490173
14,0.5122091770172119,0.3586328625679016,0.01,0.5287298560142517,0.3666122555732727
15,0.5129284262657166,0.3575816750526428,0.01,0.4948756694793701,0.36569300293922424
16,0.5184305906295776,0.3558260500431061,0.01,0.4959677457809448,0.3834151029586792
17,0.5168482661247253,0.3542000949382782,0.01,0.5343582034111023,0.35891181230545044
18,0.5203366279602051,0.35280561447143555,0.01,0.5443548560142517,0.3531795144081116
19,0.5243284106254578,0.3519115149974823,0.01,0.5374664068222046,0.3502691090106964
20,0.5252274870872498,0.34992095828056335,0.01,0.5039482712745667,0.36983710527420044
21,0.5242924690246582,0.34981638193130493,0.01,0.5630040168762207,0.33479252457618713
22,0.5253713130950928,0.3484662175178528,0.01,0.5693044066429138,0.3269957900047302
23,0.5320243239402771,0.3468189239501953,0.01,0.5568716526031494,0.33805468678474426
24,0.5313770174980164,0.3458496332168579,0.01,0.5439348220825195,0.34618473052978516
25,0.5330672264099121,0.3446696996688843,0.01,0.5588037371635437,0.3370894193649292
26,0.536627471446991,0.3424954414367676,0.01,0.5563676357269287,0.341693252325058
27,0.5375624895095825,0.34229961037635803,0.01,0.512012779712677,0.35865503549575806
28,0.5400438904762268,0.3417523503303528,0.01,0.6020665168762207,0.3215245008468628
29,0.5433883666992188,0.33920934796333313,0.01,0.5955141186714172,0.3144218325614929
30,0.5410507917404175,0.33777549862861633,0.01,0.5839213728904724,0.31895023584365845
31,0.5452584028244019,0.33644866943359375,0.01,0.5251176357269287,0.34969648718833923
32,0.549214243888855,0.335030198097229,0.01,0.5525873899459839,0.34440407156944275
33,0.5452943444252014,0.33633726835250854,0.01,0.5793851017951965,0.3222894072532654
34,0.5459057092666626,0.3345984220504761,0.01,0.5729166865348816,0.32033100724220276
35,0.5473082065582275,0.33343833684921265,0.01,0.5580477118492126,0.3362143337726593
36,0.5521990656852722,0.3321053981781006,0.01,0.6002184152603149,0.3037596642971039
37,0.5533498525619507,0.3317754864692688,0.01,0.5870295763015747,0.3157685101032257
38,0.5573416948318481,0.33013617992401123,0.01,0.6190356016159058,0.29492974281311035
39,0.5573416948318481,0.3290472626686096,0.01,0.5684643983840942,0.32246482372283936
40,0.5587801337242126,0.3288796544075012,0.01,0.6010584831237793,0.3042609393596649
41,0.5543208718299866,0.3286505937576294,0.01,0.6120631694793701,0.2976895570755005
42,0.557917058467865,0.32841429114341736,0.01,0.5892977118492126,0.3139232397079468
43,0.5598230957984924,0.3269113004207611,0.01,0.5471270084381104,0.35282012820243835
44,0.5616571307182312,0.3266642689704895,0.01,0.5990423560142517,0.2993983030319214
45,0.5596072673797607,0.3257199823856354,0.01,0.6002184152603149,0.30755898356437683
46,0.5646779537200928,0.32455989718437195,0.01,0.6264280676841736,0.29520565271377563
47,0.5647138953208923,0.3240625858306885,0.01,0.5309979915618896,0.35273608565330505
48,0.5616930723190308,0.3246002793312073,0.01,0.6044186949729919,0.2987973093986511
49,0.5628798604011536,0.3228820264339447,0.01,0.6050066947937012,0.3038997948169708
50,0.5630956292152405,0.32367971539497375,0.01,0.6151713728904724,0.2936258912086487
51,0.566188395023346,0.32107287645339966,0.01,0.608618974685669,0.29851338267326355
52,0.5688136219978333,0.32122358679771423,0.01,0.5323420763015747,0.3571900725364685
53,0.5680943727493286,0.32162511348724365,0.01,0.6067708134651184,0.3076145052909851
54,0.5677707195281982,0.32086047530174255,0.01,0.585349440574646,0.31421902775764465
55,0.568058431148529,0.3185826539993286,0.01,0.6143313050270081,0.29313305020332336
56,0.5721221566200256,0.31811630725860596,0.01,0.577368974685669,0.3071904480457306
57,0.5731650590896606,0.3187043070793152,0.01,0.5965221524238586,0.30838319659233093
58,0.5744237303733826,0.31627750396728516,0.01,0.6431451439857483,0.28528323769569397
59,0.5721221566200256,0.3173905611038208,0.01,0.5534273982048035,0.3228848874568939
60,0.575035035610199,0.31751078367233276,0.01,0.5992103219032288,0.3165720999240875
61,0.5751069784164429,0.3154102563858032,0.01,0.5185651779174805,0.37647148966789246
62,0.5741719603538513,0.31634607911109924,0.01,0.6194556355476379,0.2919820249080658
63,0.5765454769134521,0.31522274017333984,0.01,0.5965221524238586,0.2935512363910675
64,0.5776962637901306,0.31545621156692505,0.01,0.6055107712745667,0.3016314208507538
65,0.5761139392852783,0.31451165676116943,0.01,0.6139953136444092,0.29510849714279175
66,0.5809328556060791,0.313414990901947,0.01,0.6175235509872437,0.2991478443145752
67,0.578918993473053,0.3130897581577301,0.01,0.6254200339317322,0.28568971157073975
68,0.5812565088272095,0.31347402930259705,0.01,0.6112231016159058,0.30058160424232483
69,0.5819757580757141,0.31335118412971497,0.01,0.6100470423698425,0.3043439984321594
70,0.5840615630149841,0.31163546442985535,0.01,0.6385248899459839,0.28564831614494324
71,0.5838098526000977,0.31136420369148254,0.01,0.6353326439857483,0.2869977355003357
72,0.5848167538642883,0.31088632345199585,0.01,0.6391969323158264,0.2852345108985901
73,0.5829467177391052,0.3126124143600464,0.01,0.6312164068222046,0.28553375601768494
74,0.5822994112968445,0.31126952171325684,0.01,0.6447412371635437,0.28488701581954956
75,0.5856079459190369,0.31024569272994995,0.01,0.6218917965888977,0.29496827721595764
76,0.5860394835472107,0.3093128800392151,0.01,0.6035786271095276,0.2913860082626343
77,0.5840975046157837,0.30930739641189575,0.01,0.6097950339317322,0.3205864727497101
78,0.5863271951675415,0.3087144196033478,0.01,0.6209677457809448,0.2862997353076935
79,0.5855000615119934,0.3097566068172455,0.01,0.6385248899459839,0.29145634174346924
80,0.5915057063102722,0.3069096803665161,0.01,0.5734207034111023,0.31502601504325867
81,0.5907865166664124,0.30678850412368774,0.01,0.6480174660682678,0.27622684836387634
82,0.5915417075157166,0.30784401297569275,0.01,0.5441028475761414,0.3414922058582306
83,0.5873700976371765,0.3076189458370209,0.01,0.6546539068222046,0.2896599769592285
84,0.5863271951675415,0.30795982480049133,0.01,0.6192036271095276,0.29726722836494446
85,0.59164959192276,0.30713632702827454,0.01,0.597950279712677,0.3036598861217499
86,0.5912180542945862,0.30588608980178833,0.01,0.6334845423698425,0.2831838130950928
87,0.5905347466468811,0.3063395619392395,0.01,0.6365087628364563,0.2824586033821106
88,0.5900672674179077,0.3046093285083771,0.01,0.6084509491920471,0.29360562562942505
89,0.5943827033042908,0.30478331446647644,0.01,0.6333165168762207,0.287428081035614
90,0.596720278263092,0.30541321635246277,0.01,0.6049227118492126,0.3029378056526184
91,0.5946704149246216,0.3033387064933777,0.01,0.660450279712677,0.2846612334251404
92,0.5928003787994385,0.30483654141426086,0.01,0.6431451439857483,0.2774607241153717
93,0.596936047077179,0.3040025234222412,0.01,0.6523017287254333,0.2824431359767914
94,0.5952098369598389,0.30305802822113037,0.01,0.6464213728904724,0.2840080261230469
95,0.5958212018013,0.30279505252838135,0.01,0.6276041865348816,0.2953380346298218
96,0.5968281626701355,0.30288395285606384,0.01,0.5390625,0.3539924919605255
97,0.5962527394294739,0.30134692788124084,0.01,0.6261760592460632,0.29317736625671387
98,0.5992735624313354,0.301800400018692,0.01,0.6565020084381104,0.2723434567451477
99,0.6001726388931274,0.3010360896587372,0.01,0.6279401779174805,0.28618794679641724
0,0.44941920042037964,0.5349775552749634,0.01,0.4691700339317322,0.4943227469921112
1,0.4766785204410553,0.4791114330291748,0.01,0.5160450339317322,0.45106977224349976
2,0.4821447730064392,0.4463942050933838,0.01,0.5104166865348816,0.4308246374130249
3,0.48728737235069275,0.42377617955207825,0.01,0.5262096524238586,0.41109031438827515
4,0.48991259932518005,0.40625306963920593,0.01,0.5139448642730713,0.3981883227825165
5,0.4942280650138855,0.39423346519470215,0.01,0.47269824147224426,0.39087480306625366
6,0.4936886429786682,0.3861353397369385,0.01,0.5034441947937012,0.3827015459537506
7,0.49462366104125977,0.3794190585613251,0.01,0.5001680254936218,0.3788709044456482
8,0.498507559299469,0.3737432658672333,0.01,0.4874832034111023,0.3756628930568695
9,0.5031826496124268,0.36988162994384766,0.01,0.49663978815078735,0.37293726205825806
10,0.5008810758590698,0.36732006072998047,0.01,0.5203292965888977,0.3589584529399872
11,0.5051246285438538,0.36488017439842224,0.01,0.5107526779174805,0.3643820583820343
12,0.5104110240936279,0.3623504340648651,0.01,0.547631025314331,0.35037997364997864
13,0.5076059699058533,0.36105167865753174,0.01,0.5429267287254333,0.35211920738220215
14,0.5137555003166199,0.3592962622642517,0.01,0.563256025314331,0.34716665744781494
15,0.5120652914047241,0.357320100069046,0.01,0.40692204236984253,0.3965711295604706
16,0.5187902450561523,0.35521161556243896,0.01,0.5338541865348816,0.34958288073539734
17,0.5171719193458557,0.35499775409698486,0.01,0.5499832034111023,0.33996254205703735
18,0.5192937254905701,0.3529795706272125,0.01,0.5674563050270081,0.33758383989334106
19,0.5198331475257874,0.35230547189712524,0.01,0.5690523982048035,0.3398072421550751
20,0.5239687561988831,0.3514260947704315,0.01,0.5555275678634644,0.3485484719276428
21,0.5269176959991455,0.34947293996810913,0.01,0.4984039068222046,0.36773547530174255
22,0.5255870819091797,0.3480728268623352,0.01,0.5629200339317322,0.3352218270301819
23,0.5273132920265198,0.34768199920654297,0.01,0.578713059425354,0.32759901881217957
24,0.5315927863121033,0.3464926779270172,0.01,0.5442708134651184,0.34080928564071655
25,0.5329593420028687,0.3447990417480469,0.01,0.5805611610412598,0.3230598568916321
26,0.5351530313491821,0.3438297510147095,0.01,0.5866095423698425,0.3215394914150238
27,0.5367353558540344,0.3416062891483307,0.01,0.5870295763015747,0.320860356092453
28,0.5404754281044006,0.3412422239780426,0.01,0.590137779712677,0.3221367597579956
29,0.5397202372550964,0.3393498361110687,0.01,0.539818525314331,0.3485253155231476
30,0.5403675436973572,0.33860477805137634,0.01,0.5927419066429138,0.3279275596141815
31,0.546912670135498,0.33813247084617615,0.01,0.5232694745063782,0.3611631393432617
32,0.5476319193840027,0.3364037573337555,0.01,0.5328460931777954,0.3751141428947449
33,0.55025714635849,0.3350006937980652,0.01,0.593161940574646,0.313264936208725
34,0.5498974919319153,0.33359619975090027,0.01,0.5204973220825195,0.36285102367401123
35,0.54817134141922,0.33440133929252625,0.01,0.5958501100540161,0.32168903946876526
36,0.5491063594818115,0.3331495523452759,0.01,0.602150559425354,0.3085702359676361
37,0.5527385473251343,0.3318261206150055,0.01,0.6258400678634644,0.30011674761772156
38,0.5509403944015503,0.3320031464099884,0.01,0.6318044066429138,0.3032234013080597
39,0.5531340837478638,0.33087462186813354,0.01,0.6097950339317322,0.30340883135795593
40,0.5534937381744385,0.33068931102752686,0.01,0.6266801357269287,0.29156693816185
41,0.5548243522644043,0.32963085174560547,0.01,0.5999664068222046,0.31117990612983704
42,0.5570180416107178,0.3281584084033966,0.01,0.5919858813285828,0.3173462152481079
43,0.5599669218063354,0.32757818698883057,0.01,0.5812332034111023,0.3250294029712677
44,0.5601467490196228,0.32592132687568665,0.01,0.6397849321365356,0.3029365837574005
45,0.5625562071800232,0.3249923884868622,0.01,0.6186155676841736,0.3022124469280243
46,0.5621606111526489,0.3252112567424774,0.01,0.6147513389587402,0.3085783123970032
47,0.5637069940567017,0.3236139714717865,0.01,0.6232358813285828,0.3017367422580719
48,0.562088668346405,0.3231009244918823,0.01,0.6108030676841736,0.30307772755622864
49,0.5656129717826843,0.3236331343650818,0.01,0.625588059425354,0.29362228512763977
50,0.5678066611289978,0.32202109694480896,0.01,0.6134912371635437,0.29684627056121826
51,0.5661523938179016,0.3227098286151886,0.01,0.644237220287323,0.2895412743091583
52,0.5676628351211548,0.32200655341148376,0.01,0.6184476017951965,0.2975974380970001
53,0.5711511373519897,0.3201770484447479,0.01,0.6005544066429138,0.3029177188873291
54,0.5701442360877991,0.32050150632858276,0.01,0.6378528475761414,0.29835546016693115
55,0.5700003504753113,0.32087790966033936,0.01,0.6391969323158264,0.2881384789943695
56,0.5667278170585632,0.3201794922351837,0.01,0.6213037371635437,0.30392834544181824
57,0.5688495635986328,0.32015499472618103,0.01,0.6272681355476379,0.3007185757160187
58,0.5712590217590332,0.318104088306427,0.01,0.6281921863555908,0.3046843707561493
59,0.5757542848587036,0.3169305920600891,0.01,0.6161794066429138,0.30094215273857117
60,0.5743158459663391,0.31669726967811584,0.01,0.6240759491920471,0.30442842841148376
61,0.5763297080993652,0.3186316192150116,0.01,0.6197916865348816,0.2923661768436432
62,0.5721940398216248,0.31841620802879333,0.01,0.6454132795333862,0.28539329767227173
63,0.5749990940093994,0.316916286945343,0.01,0.6170194745063782,0.29676660895347595
64,0.5767253041267395,0.3161330223083496,0.01,0.6281921863555908,0.30326858162879944
65,0.5796022415161133,0.31471970677375793,0.01,0.5856014490127563,0.33826935291290283
66,0.5767253041267395,0.31420522928237915,0.01,0.6387768983840942,0.29471132159233093
67,0.5776243209838867,0.31439778208732605,0.01,0.5746808052062988,0.3334048390388489
68,0.5797101259231567,0.3137657344341278,0.01,0.6431451439857483,0.2880628705024719
69,0.5787751078605652,0.31358563899993896,0.01,0.6454973220825195,0.2905432879924774
70,0.5830546021461487,0.3122601807117462,0.01,0.6194556355476379,0.2956330180168152
71,0.5815082788467407,0.31327104568481445,0.01,0.6455813050270081,0.2832675576210022
72,0.5838817358016968,0.3116045892238617,0.01,0.6466733813285828,0.28190022706985474
73,0.5844212174415588,0.3118534982204437,0.01,0.6607022881507874,0.27955806255340576
74,0.5838457942008972,0.31121915578842163,0.01,0.6523857712745667,0.2845754027366638
75,0.584493100643158,0.3109779953956604,0.01,0.5564516186714172,0.33384931087493896
76,0.5834142565727234,0.31053441762924194,0.01,0.6201276779174805,0.2929874658584595
77,0.5878016352653503,0.30936604738235474,0.01,0.6555779576301575,0.2797492742538452
78,0.5867227911949158,0.308601438999176,0.01,0.6225638389587402,0.29004406929016113
79,0.5902110934257507,0.3083477318286896,0.01,0.6539818644523621,0.27944108843803406
80,0.5850325226783752,0.30973660945892334,0.01,0.6565860509872437,0.2767062783241272
81,0.5908583998680115,0.30835968255996704,0.01,0.6603662371635437,0.28098273277282715
82,0.5877296924591064,0.30850836634635925,0.01,0.6373487710952759,0.2861178517341614
83,0.5896716713905334,0.30849751830101013,0.01,0.6503696441650391,0.28085678815841675
84,0.5897795557975769,0.30666181445121765,0.01,0.633568525314331,0.2951655387878418
85,0.5888445377349854,0.30687105655670166,0.01,0.6566700339317322,0.2778119742870331
86,0.5898514986038208,0.306888222694397,0.01,0.652049720287323,0.2863975167274475
87,0.591793417930603,0.3058237135410309,0.01,0.6482694745063782,0.28043559193611145
88,0.5913618803024292,0.30521976947784424,0.01,0.647681474685669,0.28761473298072815
89,0.5948502421379089,0.3035229742527008,0.01,0.6178595423698425,0.28733792901039124
90,0.5923328399658203,0.3055521249771118,0.01,0.6553259491920471,0.2791477143764496
91,0.5941309928894043,0.30481797456741333,0.01,0.6500335931777954,0.2812451720237732
92,0.5934476852416992,0.30388590693473816,0.01,0.6474294066429138,0.2914501428604126
93,0.5984104871749878,0.3029453754425049,0.01,0.6428931355476379,0.2850055992603302
94,0.5920451879501343,0.30527031421661377,0.01,0.641213059425354,0.27752286195755005
95,0.593591570854187,0.30462655425071716,0.01,0.6628864407539368,0.279253214597702
96,0.5962167978286743,0.30282819271087646,0.01,0.644825279712677,0.28624528646469116
97,0.5924407243728638,0.30241307616233826,0.01,0.6659946441650391,0.27468788623809814
98,0.5973675847053528,0.3025400638580322,0.01,0.6228158473968506,0.28915172815322876
99,0.5980508327484131,0.30215156078338623,0.01,0.6471773982048035,0.2762557864189148
